"datazone","HO.allhouseholds","HO.council","HO.employ","HO.other","HO.ownmortloan","HO.ownoutright","HO.percown","HO.percpriv","HO.percsocial","HO.privlet","HO.relative","HO.sharedown","HO.social","year"
"S01003215",412,220,0,3,162,14,42.72,2.43,54.85,4,3,0,6,2001
"S01003216",349,96,0,2,142,65,59.31,1.72,38.97,4,0,0,40,2001
"S01003217",455,105,0,6,46,36,18.02,4.4,77.58,13,1,0,248,2001
"S01003218",333,76,2,1,151,68,65.77,8.71,25.53,21,5,0,9,2001
"S01003219",344,103,1,0,152,83,68.31,1.16,30.52,2,1,0,2,2001
"S01003220",270,14,0,1,96,68,66.67,15.19,18.15,37,3,16,35,2001
"S01003221",418,180,0,0,133,59,46.17,3.35,50.48,13,1,1,31,2001
"S01003222",271,2,2,0,114,54,61.99,35.06,2.95,86,7,0,6,2001
"S01003223",477,176,0,3,76,18,21.59,6.5,71.91,25,3,9,167,2001
"S01003224",299,4,4,0,137,149,95.99,2.01,2.01,0,2,1,2,2001
"S01003225",444,274,0,0,74,61,30.63,0.9,68.47,2,2,1,30,2001
"S01003226",329,128,0,0,94,21,34.95,2.43,62.61,8,0,0,78,2001
"S01003227",361,7,0,1,153,57,58.17,29.09,12.74,97,7,0,39,2001
"S01003228",394,125,0,1,104,86,48.73,1.27,50,2,2,2,72,2001
"S01003229",349,3,0,2,178,150,94.27,4.58,1.15,10,4,1,1,2001
"S01003230",369,116,0,0,158,84,65.85,1.9,32.25,6,1,1,3,2001
"S01003231",447,213,0,1,156,60,48.55,2.24,49.22,6,3,1,7,2001
"S01003232",425,44,1,3,56,38,24.47,8.94,66.59,34,0,10,239,2001
"S01003233",344,6,3,0,191,139,95.93,1.74,2.33,1,2,0,2,2001
"S01003234",339,3,0,0,156,150,90.27,8.26,1.47,24,4,0,2,2001
"S01003235",366,97,0,0,175,80,70.22,1.91,27.87,4,3,2,5,2001
"S01003236",264,11,2,2,85,47,51.52,23.86,24.62,52,7,4,54,2001
"S01003237",421,193,0,2,140,58,47.27,0.95,51.78,2,0,1,25,2001
"S01003238",342,62,0,1,182,73,75.15,5.56,19.3,16,2,2,4,2001
"S01003239",448,146,0,2,193,78,61.16,4.91,33.93,19,1,3,6,2001
"S01003240",331,17,1,0,207,72,84.29,9.97,5.74,28,4,0,2,2001
"S01003241",354,40,0,0,157,145,85.59,1.98,12.43,6,1,1,4,2001
"S01003242",498,204,2,2,134,116,50.4,4.42,45.18,13,5,1,21,2001
"S01003243",406,111,0,0,158,118,68.23,2.96,28.82,9,3,1,6,2001
"S01003244",430,229,0,1,133,56,43.95,1.16,54.88,3,1,0,7,2001
"S01003245",496,384,2,2,26,28,11.29,1.41,87.3,2,1,2,49,2001
"S01003246",664,439,0,4,65,45,17.02,1.51,81.48,3,3,3,102,2001
"S01003247",319,17,0,1,76,15,40.44,5.33,54.23,15,1,38,156,2001
"S01003248",431,58,0,3,133,39,42.23,5.34,52.44,16,4,10,168,2001
"S01003249",365,32,0,0,169,58,64.66,5.48,29.86,20,0,9,77,2001
"S01003250",256,70,0,1,109,60,66.8,3.12,30.08,5,2,2,7,2001
"S01003251",453,277,0,1,41,13,18.54,1.1,80.35,3,1,30,87,2001
"S01003252",254,3,0,0,133,115,98.03,0,1.97,0,0,1,2,2001
"S01003253",468,270,1,2,28,9,8.12,1.92,89.96,6,0,1,151,2001
"S01003254",292,85,0,2,30,17,16.1,2.4,81.51,4,1,0,153,2001
"S01003255",449,76,2,1,169,112,63.7,9.35,26.95,35,4,5,45,2001
"S01003256",424,141,1,1,48,36,20.28,7.55,72.17,26,4,2,165,2001
"S01003257",257,1,0,0,123,89,82.88,15.18,1.95,32,7,1,4,2001
"S01003258",319,19,0,2,173,119,91.54,2.51,5.96,4,2,0,0,2001
"S01003259",413,42,2,1,285,59,84.99,3.15,11.86,10,0,7,7,2001
"S01003260",302,4,1,0,159,130,95.7,1.99,2.32,5,0,0,3,2001
"S01003261",392,6,1,1,185,189,95.41,1.79,2.81,4,1,0,5,2001
"S01003262",381,128,1,0,149,36,49.08,12.6,38.32,44,3,2,18,2001
"S01003263",261,121,0,1,49,11,23.37,1.53,75.1,3,0,1,75,2001
"S01003264",295,71,0,0,120,92,72.54,1.69,25.76,3,2,2,5,2001
"S01003265",308,66,2,1,106,123,74.68,1.95,23.38,2,1,1,6,2001
"S01003266",398,59,1,0,123,75,50.25,1.51,48.24,3,2,2,133,2001
"S01003267",599,192,1,4,194,135,54.92,4.34,40.73,17,4,0,52,2001
"S01003268",395,70,0,2,173,47,56.46,8.61,34.94,23,9,3,68,2001
"S01003269",451,51,1,2,91,48,31.49,2.88,65.63,7,3,3,245,2001
"S01003270",434,18,0,1,140,46,43.78,9.91,46.31,38,4,4,183,2001
"S01003271",518,69,0,1,203,45,51.54,15.64,32.82,73,7,19,101,2001
"S01003272",505,257,1,3,31,10,14.06,2.77,83.17,8,2,30,163,2001
"S01003273",472,111,1,1,67,27,23.52,7.2,69.28,31,1,17,216,2001
"S01003274",629,437,1,3,51,66,19.71,2.38,77.9,6,5,7,53,2001
"S01003275",560,125,2,1,174,93,48.04,3.21,48.75,9,6,2,148,2001
"S01003276",283,3,1,0,165,112,97.88,0.71,1.41,1,0,0,1,2001
"S01003277",324,103,0,1,145,52,61.42,5.25,33.33,15,1,2,5,2001
"S01003278",362,57,1,0,176,109,79.01,1.66,19.34,5,0,1,13,2001
"S01003279",240,33,0,0,2,2,3.75,0.42,95.83,1,0,5,197,2001
"S01003280",469,115,5,3,171,131,65.03,8.1,26.87,25,5,3,11,2001
"S01003281",378,121,0,0,87,54,41.8,2.12,56.08,8,0,17,91,2001
"S01003282",307,12,4,2,157,115,88.93,7.17,3.91,13,3,1,0,2001
"S01003283",298,37,0,1,147,107,85.23,2.01,12.75,3,2,0,1,2001
"S01003284",596,206,1,0,190,98,48.66,4.19,47.15,20,4,2,75,2001
"S01003285",526,317,1,0,110,26,25.86,5.51,68.63,22,6,0,44,2001
"S01003286",616,204,0,1,140,101,39.12,7.95,52.92,46,2,0,122,2001
"S01003287",241,127,1,1,20,11,12.86,1.24,85.89,0,1,0,80,2001
"S01003288",295,8,2,0,138,141,94.92,2.37,2.71,3,2,1,0,2001
"S01003289",315,149,1,0,40,20,20.32,1.59,78.1,2,2,4,97,2001
"S01003290",375,73,0,0,151,70,59.47,5.6,34.93,17,4,2,58,2001
"S01003291",402,275,0,0,63,46,27.61,0.75,71.64,3,0,2,13,2001
"S01003292",285,4,1,1,162,83,86.67,1.4,11.93,2,0,2,30,2001
"S01003293",478,245,0,0,38,25,17.36,2.72,79.92,11,2,20,137,2001
"S01003294",462,156,0,0,177,109,62.34,1.95,35.71,8,1,2,9,2001
"S01003295",375,7,0,0,261,92,94.93,1.33,3.73,3,2,3,7,2001
"S01003296",335,36,0,1,30,12,14.33,3.28,82.39,10,0,6,240,2001
"S01003297",283,161,0,1,37,12,17.67,2.83,79.51,5,2,1,64,2001
"S01003298",488,58,1,0,259,146,83.2,4.3,12.5,18,2,1,3,2001
"S01003299",265,49,0,0,26,3,13.21,2.26,84.53,6,0,6,175,2001
"S01003300",340,43,1,0,175,102,81.47,4.12,14.41,8,5,0,6,2001
"S01003301",393,17,0,1,103,20,32.57,4.33,63.1,14,2,5,231,2001
"S01003302",609,444,1,1,55,32,15.6,4.93,79.47,26,2,8,40,2001
"S01003303",631,116,3,2,263,86,55.94,22.98,21.08,130,10,4,17,2001
"S01003304",373,7,0,1,171,75,65.95,31.64,2.41,105,12,0,2,2001
"S01003305",376,4,0,0,303,29,88.56,9.31,2.13,32,3,1,4,2001
"S01003306",514,240,0,1,139,115,49.61,1.75,48.64,6,2,1,10,2001
"S01003307",518,222,0,0,142,84,45.75,2.12,52.12,8,3,11,48,2001
"S01003308",381,176,0,0,134,57,50.66,1.57,47.77,4,2,2,6,2001
"S01003309",407,108,0,1,31,23,18.67,4.18,77.15,14,2,22,206,2001
"S01003310",369,122,0,0,143,63,56.1,5.15,38.75,19,0,1,21,2001
"S01003311",298,5,0,0,176,107,95.3,2.35,2.35,7,0,1,2,2001
"S01003312",242,102,1,1,81,46,52.48,2.48,45.04,3,1,0,7,2001
"S01003313",408,31,0,4,136,27,53.92,10.29,35.78,35,3,57,115,2001
"S01003314",328,63,0,0,45,38,32.01,11.59,56.4,37,1,22,122,2001
"S01003315",269,5,0,2,157,43,74.72,19.7,5.58,46,5,1,10,2001
"S01003316",332,83,0,0,134,44,53.92,18.37,27.71,53,8,1,9,2001
"S01003317",295,13,0,1,233,27,88.14,3.73,8.14,9,1,0,11,2001
"S01003318",309,10,2,0,215,71,92.88,3.24,3.88,5,3,1,2,2001
"S01003319",322,277,1,0,2,9,4.35,0.93,94.72,2,0,3,28,2001
"S01003320",294,5,0,0,145,44,65.65,31.97,2.38,86,8,4,2,2001
"S01003321",313,25,2,2,191,88,89.14,2.56,8.31,3,1,0,1,2001
"S01003322",470,48,0,1,183,73,55.32,28.72,15.96,125,9,4,27,2001
"S01003323",254,2,0,0,154,87,95.28,3.94,0.79,6,4,1,0,2001
"S01003324",478,218,0,7,116,56,37.03,9,53.97,34,2,5,40,2001
"S01003325",324,2,1,0,229,58,88.89,9.88,1.23,30,1,1,2,2001
"S01003326",448,189,0,0,112,44,36.16,2.46,61.38,9,2,6,86,2001
"S01003327",288,76,1,1,114,27,49.31,19.79,30.9,51,4,1,13,2001
"S01003328",330,19,1,1,145,39,59.7,24.85,15.45,68,12,13,32,2001
"S01003329",344,36,0,2,178,75,74.42,8.14,17.44,22,4,3,24,2001
"S01003330",324,4,0,0,272,40,96.3,1.54,2.16,3,2,0,3,2001
"S01003331",355,53,1,4,52,25,22.82,5.35,71.83,12,2,4,202,2001
"S01003332",295,201,1,0,26,14,14.58,0.68,84.75,1,0,3,49,2001
"S01003333",444,77,0,2,90,36,30.18,5.63,64.19,21,2,8,208,2001
"S01003334",429,234,0,0,109,53,38.23,2.33,59.44,6,4,2,21,2001
"S01003335",380,91,0,1,115,30,40.53,14.74,44.74,45,10,9,79,2001
"S01003336",489,255,0,1,116,61,36.81,4.5,58.69,19,2,3,32,2001
"S01003337",374,170,0,1,52,35,27.01,10.7,62.3,37,2,14,63,2001
"S01003338",437,93,1,1,231,61,67.05,10.98,21.97,36,10,1,3,2001
"S01003339",335,47,0,1,183,65,74.93,11.04,14.03,36,0,3,0,2001
"S01003340",546,139,0,1,185,87,50.18,2.2,47.62,9,2,2,121,2001
"S01003341",269,3,0,1,222,35,95.54,2.6,1.86,6,0,0,2,2001
"S01003342",472,290,0,0,22,19,8.9,1.06,90.04,5,0,1,135,2001
"S01003343",255,40,0,0,21,6,10.59,1.96,87.45,5,0,0,183,2001
"S01003344",311,197,0,2,63,30,29.9,1.61,68.49,2,1,0,16,2001
"S01003345",512,100,0,0,204,87,57.03,9.77,33.2,49,1,1,70,2001
"S01003346",379,150,0,1,135,76,56.2,2.64,41.16,9,0,2,6,2001
"S01003347",446,248,0,1,13,7,5.83,1.57,92.6,6,0,6,165,2001
"S01003348",521,98,0,0,247,72,61.42,13.44,25.14,66,4,1,33,2001
"S01003349",422,289,0,0,51,22,17.54,1.18,81.28,5,0,1,54,2001
"S01003350",306,179,2,0,74,35,36.27,2.61,61.11,6,0,2,8,2001
"S01003351",570,178,0,1,155,47,35.79,27.37,36.84,146,9,2,32,2001
"S01003352",392,234,1,1,89,45,34.69,1.28,64.03,1,2,2,17,2001
"S01003353",521,182,0,0,51,24,15.36,3.45,81.19,17,1,5,241,2001
"S01003354",476,298,0,1,73,66,29.41,2.94,67.65,11,2,1,24,2001
"S01003355",440,28,0,0,72,25,33.86,5,61.14,20,2,52,241,2001
"S01003356",516,21,0,0,38,24,12.21,2.13,85.66,8,3,1,421,2001
"S01003357",551,408,0,1,24,12,8.53,1.81,89.66,7,2,11,86,2001
"S01003358",569,137,1,1,215,54,47.98,25.13,26.89,121,20,4,16,2001
"S01003359",356,4,1,0,309,35,96.91,1.12,1.97,1,2,1,3,2001
"S01003360",305,73,0,0,140,18,62.95,0.66,36.39,1,1,34,38,2001
"S01003361",372,213,0,0,80,45,34.41,1.61,63.98,5,1,3,25,2001
"S01003362",320,136,0,0,122,49,54.06,1.88,44.06,6,0,2,5,2001
"S01003363",367,103,0,1,118,61,48.77,1.36,49.86,2,2,0,80,2001
"S01003364",333,66,0,1,42,25,20.42,5.11,74.47,15,1,1,182,2001
"S01003365",381,106,0,1,56,34,27.03,9.19,63.78,29,5,13,137,2001
"S01003366",416,37,13,26,138,46,44.71,44.95,10.34,137,11,2,6,2001
"S01003367",636,249,1,1,45,20,11.32,2.36,86.32,13,0,7,300,2001
"S01003368",467,81,2,38,131,58,42.83,38.12,19.06,116,22,11,8,2001
"S01003369",381,244,0,1,77,48,32.81,0.52,66.67,1,0,0,10,2001
"S01003370",385,7,0,0,193,80,71.43,22.34,6.23,81,5,2,17,2001
"S01003371",418,45,0,0,176,93,64.59,21.77,13.64,86,5,1,12,2001
"S01003372",291,124,0,0,93,45,47.77,3.78,48.45,6,5,1,17,2001
"S01003373",685,422,3,3,91,32,18.98,12.12,68.91,62,15,7,50,2001
"S01003374",218,13,0,0,10,2,12.39,0.92,86.7,2,0,15,176,2001
"S01003375",326,90,0,0,138,74,65.95,2.15,31.9,3,4,3,14,2001
"S01003376",294,88,0,1,30,9,13.95,1.36,84.69,3,0,2,161,2001
"S01003377",349,120,0,0,123,58,52.15,2.29,45.56,4,4,1,39,2001
"S01003378",447,303,0,4,45,29,17,8.72,74.27,33,2,2,29,2001
"S01003379",382,307,0,0,22,9,9.69,0.52,89.79,2,0,6,36,2001
"S01003380",386,31,0,4,160,94,65.8,22.02,12.18,77,4,0,16,2001
"S01003381",357,94,0,0,187,54,67.79,2.8,29.41,8,2,1,11,2001
"S01003382",427,151,0,4,87,41,30.44,12.18,57.38,39,9,2,94,2001
"S01003383",447,160,0,1,168,99,60.4,2.01,37.58,2,6,3,8,2001
"S01003384",474,169,1,1,139,76,53.8,2.53,43.67,9,1,40,38,2001
"S01003385",469,32,0,1,240,94,74.41,17.91,7.68,74,9,15,4,2001
"S01003386",365,35,0,1,92,65,44.11,1.64,54.25,5,0,4,163,2001
"S01003387",447,100,0,1,131,31,40.04,11.41,48.55,48,2,17,117,2001
"S01003388",530,252,0,0,102,31,25.47,8.49,66.04,39,6,2,98,2001
"S01003389",584,110,0,1,146,56,35.62,18.84,45.55,101,8,6,156,2001
"S01003390",429,123,0,0,25,6,9.56,1.17,89.28,2,3,10,260,2001
"S01003391",415,168,0,0,72,32,25.78,6.51,67.71,22,5,3,113,2001
"S01003392",418,79,1,0,178,98,66.51,12.44,21.05,44,7,2,9,2001
"S01003393",471,220,0,0,122,117,50.96,1.49,47.56,6,1,1,4,2001
"S01003394",345,116,2,2,137,27,48.99,12.46,38.55,36,3,5,17,2001
"S01003395",358,36,0,1,196,61,72.07,13.97,13.97,42,7,1,14,2001
"S01003396",463,17,0,0,39,33,15.55,2.81,81.64,11,2,0,361,2001
"S01003397",351,124,0,1,19,5,7.41,0.28,92.31,0,0,2,200,2001
"S01003398",410,133,0,2,178,16,49.02,9.51,41.46,37,0,7,37,2001
"S01003399",416,212,3,2,96,42,33.89,12.98,53.12,38,11,3,9,2001
"S01003400",412,156,0,2,120,83,49.76,3.4,46.84,9,3,2,37,2001
"S01003401",344,288,0,0,17,15,9.59,0.58,89.83,2,0,1,21,2001
"S01003402",370,123,0,0,23,6,11.08,0.27,88.65,1,0,12,205,2001
"S01003403",368,59,1,1,71,35,29.35,26.9,43.75,91,6,2,102,2001
"S01003404",274,112,0,0,23,9,11.68,1.82,86.5,3,2,0,125,2001
"S01003405",382,149,0,0,178,27,54.19,1.83,43.98,7,0,2,19,2001
"S01003406",381,24,0,0,128,50,49.61,11.55,38.85,42,2,11,124,2001
"S01003407",395,129,0,1,152,96,63.04,2.78,34.18,4,6,1,6,2001
"S01003408",344,182,0,0,49,12,19.77,7.56,72.67,19,7,7,68,2001
"S01003409",444,23,1,5,199,98,66.89,22.97,10.14,94,2,0,22,2001
"S01003410",357,8,7,5,80,38,34.17,48.46,17.37,148,13,4,54,2001
"S01003411",525,189,1,1,136,82,42.1,2.67,55.24,9,3,3,101,2001
"S01003412",454,12,2,0,121,38,38.55,2.64,58.81,8,2,16,255,2001
"S01003413",308,99,0,1,122,20,46.75,3.25,50,7,2,2,55,2001
"S01003414",280,178,0,0,62,18,30,1.07,68.93,3,0,4,15,2001
"S01003415",458,360,1,0,26,25,11.57,4.59,83.84,13,7,2,24,2001
"S01003416",559,354,1,1,62,64,23.97,6.8,69.23,32,4,8,33,2001
"S01003417",446,84,0,1,174,114,65.02,14.57,20.4,52,12,2,7,2001
"S01003418",474,226,0,2,58,35,26.79,1.9,71.31,4,3,34,112,2001
"S01003419",406,306,1,2,46,25,18.23,0.99,80.79,1,0,3,22,2001
"S01003420",430,329,0,0,42,7,13.02,0,86.98,0,0,7,45,2001
"S01003421",283,145,0,1,66,51,41.7,1.77,56.54,2,2,1,15,2001
"S01003422",427,197,0,1,85,48,32.08,3.51,64.4,14,0,4,78,2001
"S01003423",354,2,0,3,146,43,53.67,31.92,14.41,99,11,1,49,2001
"S01003424",594,15,1,0,102,30,23.4,4.38,72.22,22,3,7,414,2001
"S01003425",423,8,1,3,87,61,37.59,34.52,27.9,132,10,11,110,2001
"S01003426",613,90,2,2,217,110,53.34,14.19,32.46,74,9,0,109,2001
"S01003427",503,233,0,0,140,107,50.3,0.99,48.71,3,2,6,12,2001
"S01003428",428,352,0,2,17,12,7.24,1.64,91.12,5,0,2,38,2001
"S01003429",329,13,0,4,107,41,46.5,35.26,18.24,93,19,5,47,2001
"S01003430",376,3,1,1,88,36,34.04,41.76,24.2,148,7,4,88,2001
"S01003431",485,252,0,0,112,106,44.95,0.62,54.43,3,0,0,12,2001
"S01003432",405,5,0,0,128,101,57.28,35.8,6.91,135,10,3,23,2001
"S01003433",379,0,3,3,104,50,41.95,54.88,3.17,190,12,5,12,2001
"S01003434",461,314,1,0,53,36,20.17,0.87,78.96,3,0,4,50,2001
"S01003435",406,179,1,3,20,9,10.59,1.48,87.93,2,0,14,178,2001
"S01003436",234,18,0,1,171,25,83.76,3.42,12.82,5,2,0,12,2001
"S01003437",276,5,1,1,82,44,47.1,42.75,10.14,104,12,4,23,2001
"S01003438",561,81,1,4,227,62,51.87,28.34,19.79,136,18,2,30,2001
"S01003439",626,483,0,4,33,52,13.9,4.63,81.47,17,8,2,27,2001
"S01003440",252,93,2,1,96,38,53.17,7.14,39.68,14,1,0,7,2001
"S01003441",618,25,0,0,56,17,13.11,3.72,83.17,19,4,8,489,2001
"S01003442",435,93,0,0,16,11,6.9,1.38,91.72,5,1,3,306,2001
"S01003443",500,261,0,3,46,16,13.6,1.2,85.2,0,3,6,165,2001
"S01003444",369,233,0,1,12,3,5.96,1.36,92.68,4,0,7,109,2001
"S01003445",428,161,0,1,78,11,21.03,2.34,76.64,9,0,1,167,2001
"S01003446",290,9,0,1,81,43,45.52,30.34,24.14,75,12,8,61,2001
"S01003447",515,289,0,0,89,73,32.23,9.13,58.64,43,4,4,13,2001
"S01003448",378,119,0,1,117,115,62.17,2.65,35.19,6,3,3,14,2001
"S01003449",449,11,0,4,125,85,47.44,32.74,19.82,123,20,3,78,2001
"S01003450",520,57,0,0,136,51,35.96,12.5,51.54,52,13,0,211,2001
"S01003451",446,28,2,0,127,51,42.15,18.39,39.46,65,15,10,148,2001
"S01003452",247,30,1,1,130,67,80.97,4.05,14.98,7,1,3,7,2001
"S01003453",383,3,3,0,160,59,57.18,25.85,16.97,92,4,0,62,2001
"S01003454",280,39,0,0,63,37,37.86,17.5,44.64,44,5,6,86,2001
"S01003455",369,280,0,0,26,9,9.76,2.44,87.8,9,0,1,44,2001
"S01003456",326,200,0,1,16,6,7.98,0.92,91.1,1,1,4,97,2001
"S01003457",562,318,0,2,32,9,10.85,1.6,87.54,6,1,20,174,2001
"S01003458",425,123,0,1,131,14,34.35,1.88,63.76,5,2,1,148,2001
"S01003459",386,200,1,0,126,23,38.6,1.81,59.59,4,2,0,30,2001
"S01003460",421,32,0,2,130,75,49.41,31.83,18.76,123,9,3,47,2001
"S01003461",331,105,0,0,144,67,64.05,1.81,34.14,2,4,1,8,2001
"S01003462",238,53,1,0,80,7,36.97,5.46,57.56,12,0,1,84,2001
"S01003463",442,367,0,3,13,27,9.5,2.04,88.46,6,0,2,24,2001
"S01003464",406,4,0,2,123,71,50.74,44.33,4.93,156,22,12,16,2001
"S01003465",526,5,0,0,239,65,59.51,23,17.49,112,9,9,87,2001
"S01003466",410,6,0,0,65,28,26.1,14.88,59.02,54,7,14,236,2001
"S01003467",352,185,0,0,105,42,42.33,1.14,56.53,2,2,2,14,2001
"S01003468",316,10,2,3,66,44,35.13,44.3,20.57,126,9,1,55,2001
"S01003469",552,46,2,0,138,64,41.49,11.05,47.46,50,9,27,216,2001
"S01003470",475,8,1,1,123,50,36.42,31.16,32.42,139,7,0,146,2001
"S01003471",375,287,0,1,39,13,14.67,1.33,84,4,0,3,28,2001
"S01003472",427,361,0,2,17,19,8.67,1.87,89.46,5,1,1,21,2001
"S01003473",549,243,2,2,126,52,32.79,16.94,50.27,82,7,2,33,2001
"S01003474",293,1,0,2,98,64,58.7,36.52,4.78,94,11,10,13,2001
"S01003475",442,71,1,4,101,31,30.32,22.17,47.51,81,12,2,139,2001
"S01003476",284,53,1,1,204,5,73.94,3.87,22.18,7,2,1,10,2001
"S01003477",624,8,0,3,303,84,62.18,19.07,18.75,103,13,1,109,2001
"S01003478",429,6,0,0,152,62,51.05,17.25,31.7,54,20,5,130,2001
"S01003479",467,8,1,1,141,60,43.9,21.84,34.26,91,9,4,152,2001
"S01003480",386,165,1,3,88,60,38.86,5.7,55.44,14,4,2,49,2001
"S01003481",586,27,0,2,157,70,40.96,23.55,35.49,124,12,13,181,2001
"S01003482",382,242,1,1,36,13,13.09,2.36,84.55,7,0,1,81,2001
"S01003483",282,143,0,0,90,22,40.07,3.19,56.74,9,0,1,17,2001
"S01003484",422,8,3,3,114,62,43.84,38.15,18.01,140,15,9,68,2001
"S01003485",397,7,1,0,150,83,59.45,37.53,3.02,128,20,3,5,2001
"S01003486",332,137,0,0,20,13,12.65,0.9,86.45,3,0,9,150,2001
"S01003487",451,22,0,4,88,71,35.92,33.92,30.16,137,12,3,114,2001
"S01003488",546,362,1,1,78,59,25.64,0.55,73.81,1,0,3,41,2001
"S01003489",421,247,1,1,54,32,21.14,1.9,76.96,6,0,3,77,2001
"S01003490",382,121,0,3,47,44,26.7,9.42,63.87,33,0,11,123,2001
"S01003491",373,288,0,8,35,11,13.94,2.68,83.38,1,1,6,23,2001
"S01003492",538,300,0,5,104,54,29.74,6.88,63.38,31,1,2,41,2001
"S01003493",400,144,2,0,48,14,16.25,4.75,79,17,0,3,172,2001
"S01003494",442,108,0,2,87,30,27.15,13.8,59.05,54,5,3,153,2001
"S01003495",439,114,1,0,121,22,40.32,1.37,58.31,4,1,34,142,2001
"S01003496",485,3,0,0,256,98,73.4,21.86,4.74,98,8,2,20,2001
"S01003497",497,12,1,2,200,118,64.59,18.31,17.1,72,16,3,73,2001
"S01003498",552,46,0,5,128,88,39.31,8.33,52.36,39,2,1,243,2001
"S01003499",606,146,1,0,233,98,55.12,18.81,26.07,96,17,3,12,2001
"S01003500",319,271,1,2,7,7,4.7,1.88,93.42,1,2,1,27,2001
"S01003501",315,3,0,0,87,49,43.49,46.35,10.16,134,12,1,29,2001
"S01003502",294,84,1,2,103,23,44.56,10.2,45.24,27,0,5,49,2001
"S01003503",373,4,0,0,152,82,63.27,23.32,13.4,71,16,2,46,2001
"S01003504",319,9,2,9,84,56,45.14,42.95,11.91,118,8,4,29,2001
"S01003505",365,276,1,8,29,9,11.51,5.75,82.74,10,2,4,26,2001
"S01003506",480,8,0,4,160,103,58.33,29.79,11.88,119,20,17,49,2001
"S01003507",276,5,0,3,127,22,66.67,28.62,4.71,51,25,35,8,2001
"S01003508",508,137,0,5,67,28,19.29,5.31,75.39,15,7,3,246,2001
"S01003509",418,16,1,0,184,102,69.14,26.56,4.31,104,6,3,2,2001
"S01003510",514,222,0,5,98,30,25.1,4.47,70.43,13,5,1,140,2001
"S01003511",494,12,1,2,262,139,82.19,13.97,3.85,55,11,5,7,2001
"S01003512",381,228,0,0,93,43,36.22,2.1,61.68,7,1,2,7,2001
"S01003513",312,3,3,1,76,47,41.03,51.6,7.37,146,11,5,20,2001
"S01003514",378,4,1,1,136,81,58.99,38.89,2.12,128,17,6,4,2001
"S01003515",277,165,0,0,67,30,35.38,0.36,64.26,0,1,1,13,2001
"S01003516",296,15,0,1,230,41,92.23,2.03,5.74,5,0,2,2,2001
"S01003517",436,5,1,2,212,53,62.39,18.81,18.81,62,17,7,77,2001
"S01003518",591,21,0,1,142,49,32.49,7.95,59.56,41,5,1,331,2001
"S01003519",405,206,0,0,55,19,23.7,7.65,68.64,26,5,22,72,2001
"S01003520",429,69,0,1,158,95,59.21,22.38,18.41,85,10,1,10,2001
"S01003521",249,3,1,0,67,42,44.58,53.41,2.01,129,3,2,2,2001
"S01003522",430,3,1,1,205,84,67.21,29.77,3.02,120,6,0,10,2001
"S01003523",303,184,1,0,62,41,34.65,1.65,63.7,2,2,2,9,2001
"S01003524",548,27,1,2,298,158,83.39,11.31,5.29,50,9,1,2,2001
"S01003525",526,6,0,1,260,132,75.1,22.81,2.09,109,10,3,5,2001
"S01003526",444,3,0,3,186,114,67.57,31.53,0.9,120,17,0,1,2001
"S01003527",347,18,0,1,160,140,86.74,3.75,9.51,11,1,1,15,2001
"S01003528",203,30,0,0,148,12,79.31,3.94,16.75,4,4,1,4,2001
"S01003529",199,1,0,0,149,16,91.96,6.53,1.51,12,1,18,2,2001
"S01003530",426,5,1,0,188,89,65.49,30.05,4.46,100,27,2,14,2001
"S01003531",434,173,0,1,87,19,25.35,5.53,69.12,20,3,4,127,2001
"S01003532",458,11,1,1,204,162,80.57,2.84,16.59,10,1,3,65,2001
"S01003533",518,420,0,0,16,8,5.98,1.35,92.66,6,1,7,60,2001
"S01003534",536,15,1,0,241,61,66.04,7.65,26.31,37,3,52,126,2001
"S01003535",418,10,1,1,127,78,49.04,9.81,41.15,32,7,0,162,2001
"S01003536",500,30,4,1,240,151,78.4,15.4,6.2,59,13,1,1,2001
"S01003537",475,20,0,1,136,43,39.37,9.89,50.74,42,4,8,221,2001
"S01003538",301,166,0,0,66,44,37.87,3.32,58.8,10,0,4,11,2001
"S01003539",509,18,4,2,261,185,87.62,8.84,3.54,33,6,0,0,2001
"S01003540",597,490,0,3,34,25,10.55,1.17,88.27,3,1,4,37,2001
"S01003541",461,234,1,4,91,55,33.62,6.29,60.09,22,2,9,43,2001
"S01003542",433,17,2,0,170,115,66.74,22.17,11.09,92,2,4,31,2001
"S01003543",370,118,0,1,55,19,22.97,2.43,74.59,8,0,11,158,2001
"S01003544",246,15,0,1,112,60,70.33,22.76,6.91,47,8,1,2,2001
"S01003545",436,0,0,3,218,119,77.52,20.64,1.83,81,6,1,8,2001
"S01003546",527,97,0,1,84,43,28.08,6.83,65.09,31,4,21,246,2001
"S01003547",440,5,2,2,178,56,53.86,20.91,25.23,76,12,3,106,2001
"S01003548",316,250,0,0,16,9,9.81,0.32,89.87,1,0,6,34,2001
"S01003549",330,215,0,1,68,23,28.48,2.42,69.09,7,0,3,13,2001
"S01003550",266,1,1,1,193,57,93.98,4.51,1.5,9,1,0,3,2001
"S01003551",373,190,0,2,95,53,41.02,3.49,55.5,11,0,5,17,2001
"S01003552",530,5,0,2,268,117,72.83,26.23,0.94,117,20,1,0,2001
"S01003553",363,88,0,5,19,9,8.54,1.93,89.53,2,0,3,237,2001
