"datazone","HO.allhouseholds","HO.council","HO.employ","HO.other","HO.ownmortloan","HO.ownoutright","HO.percown","HO.percpriv","HO.percsocial","HO.privlet","HO.relative","HO.sharedown","HO.social","year"
"S01005155",287,74,0,0,163,45,72.47,1.39,26.13,1,3,0,1,2001
"S01005156",300,146,0,0,110,35,48.33,2.33,49.33,5,2,0,2,2001
"S01005157",391,175,0,0,153,60,54.73,0.51,44.76,1,1,1,0,2001
"S01005158",291,61,1,0,153,72,77.32,1.37,21.31,0,3,0,1,2001
"S01005159",390,134,1,1,176,69,63.08,2.05,34.87,3,3,1,2,2001
"S01005160",438,214,0,1,162,51,48.63,1.83,49.54,5,2,0,3,2001
"S01005161",375,101,0,0,229,34,70.67,0.8,28.53,2,1,2,6,2001
"S01005162",445,130,0,0,144,72,48.76,0.9,50.34,2,2,1,94,2001
"S01005163",255,116,0,1,97,34,51.76,2.75,45.49,4,2,1,0,2001
"S01005164",378,14,0,1,187,83,73.54,5.82,20.63,17,4,8,64,2001
"S01005165",360,88,0,1,152,78,63.89,2.78,33.33,7,2,0,32,2001
"S01005166",428,127,0,1,162,70,54.21,3.27,42.52,13,0,0,55,2001
"S01005167",435,310,0,0,85,26,25.75,1.61,72.64,5,2,1,6,2001
"S01005168",266,48,2,0,177,33,79.32,2.26,18.42,2,2,1,1,2001
"S01005169",235,13,0,1,152,64,91.91,2.55,5.53,4,1,0,0,2001
"S01005170",301,17,2,2,166,108,91.36,2.99,5.65,3,2,1,0,2001
"S01005171",347,162,1,1,101,37,39.77,7.2,53.03,17,6,0,22,2001
"S01005172",301,13,4,0,257,21,92.36,3.32,4.32,5,1,0,0,2001
"S01005173",244,7,0,1,161,48,86.07,1.23,12.7,2,0,1,24,2001
"S01005174",483,245,0,2,87,42,27.12,1.24,71.64,3,1,2,101,2001
"S01005175",293,0,0,1,147,110,87.71,11.95,0.34,31,3,0,1,2001
"S01005176",339,207,0,0,100,25,37.46,0.88,61.65,1,2,2,2,2001
"S01005177",473,196,0,1,109,44,32.35,5.5,62.16,24,1,0,98,2001
"S01005178",417,129,0,0,175,62,57.07,2.16,40.77,8,1,1,41,2001
"S01005179",416,61,3,1,264,78,82.21,2.88,14.9,5,3,0,1,2001
"S01005180",353,2,0,0,233,111,97.45,1.98,0.57,7,0,0,0,2001
"S01005181",334,24,29,13,195,56,75.45,15.57,8.98,8,2,1,6,2001
"S01005182",414,267,0,1,96,43,33.82,1.21,64.98,3,1,1,2,2001
"S01005183",428,223,1,1,128,60,44.39,1.87,53.74,5,1,2,7,2001
"S01005184",411,320,0,1,44,31,18.49,1.22,80.29,4,0,1,10,2001
"S01005185",242,86,0,0,106,41,60.74,1.65,37.6,2,2,0,5,2001
"S01005186",412,151,0,0,136,114,60.68,2.67,36.65,5,6,0,0,2001
"S01005187",491,142,0,0,208,125,68.43,1.63,29.94,2,6,3,5,2001
"S01005188",349,1,0,1,209,136,98.85,0.86,0.29,2,0,0,0,2001
"S01005189",463,233,0,1,124,67,41.47,1.94,56.59,7,1,1,29,2001
"S01005190",354,0,0,1,204,143,98.02,1.98,0,2,4,0,0,2001
"S01005191",376,121,0,2,112,33,38.83,7.71,53.46,25,2,1,80,2001
"S01005192",335,13,0,0,209,84,88.06,1.79,10.15,3,3,2,21,2001
"S01005193",290,2,2,1,160,115,94.83,4.14,1.03,8,1,0,1,2001
"S01005194",280,90,0,1,132,50,65,1.79,33.21,3,1,0,3,2001
"S01005195",347,2,0,0,216,128,99.14,0.29,0.58,0,1,0,0,2001
"S01005196",342,63,2,2,75,13,26.02,5.85,68.13,16,0,1,170,2001
"S01005197",472,92,0,0,179,100,60.17,7.42,32.42,30,5,5,61,2001
"S01005198",377,1,0,2,213,148,95.76,3.98,0.27,12,1,0,0,2001
"S01005199",326,123,0,0,145,57,61.96,0.31,37.73,0,1,0,0,2001
"S01005200",240,1,0,0,152,80,96.67,2.08,1.25,3,2,0,2,2001
"S01005201",391,187,1,2,143,52,49.87,1.28,48.85,1,1,0,4,2001
"S01005202",396,182,0,0,144,66,53.54,0.51,45.96,0,2,2,0,2001
"S01005203",411,122,2,1,181,86,65.21,3.41,31.39,2,9,1,7,2001
"S01005204",214,0,0,0,136,74,98.13,1.87,0,3,1,0,0,2001
"S01005205",407,2,0,0,259,103,92.63,6.63,0.74,22,5,15,1,2001
"S01005206",349,24,1,1,177,138,90.83,2.01,7.16,1,4,2,1,2001
"S01005207",460,277,0,0,106,67,37.83,1.3,60.87,4,2,1,3,2001
"S01005208",369,216,0,1,106,33,37.67,2.98,59.35,8,2,0,3,2001
"S01005209",411,141,0,0,169,87,62.29,1.95,35.77,5,3,0,6,2001
"S01005210",620,397,0,2,122,67,30.48,3.39,66.13,18,1,0,13,2001
"S01005211",367,148,2,0,90,39,35.42,4.36,60.22,12,2,1,73,2001
"S01005212",311,4,0,0,197,100,95.82,2.89,1.29,6,3,1,0,2001
"S01005213",408,62,1,1,188,139,80.15,3.92,15.93,9,5,0,3,2001
"S01005214",444,104,0,1,110,79,43.02,7.43,49.55,31,1,2,116,2001
"S01005215",403,172,1,0,134,50,45.66,1.99,52.36,6,1,0,39,2001
"S01005216",256,112,0,0,112,27,54.69,1.56,43.75,4,0,1,0,2001
"S01005217",327,65,0,0,213,30,74.31,5.5,20.18,17,1,0,1,2001
"S01005218",500,258,1,2,106,60,33.8,4.2,62,15,3,3,52,2001
"S01005219",448,250,0,1,122,62,41.07,1.34,57.59,2,3,0,8,2001
"S01005220",340,64,0,2,179,76,75,2.94,22.06,4,4,0,11,2001
"S01005221",258,5,4,2,125,101,87.6,6.2,6.2,5,5,0,11,2001
"S01005222",338,177,0,0,95,43,41.42,2.66,55.92,6,3,2,12,2001
"S01005223",371,110,0,0,179,66,66.04,4.31,29.65,13,3,0,0,2001
"S01005224",261,4,0,0,228,27,97.7,0.77,1.53,2,0,0,0,2001
"S01005225",386,36,3,0,190,125,84.46,5.96,9.59,17,3,11,1,2001
"S01005226",214,49,0,0,101,41,67.76,8.41,23.83,15,3,3,2,2001
"S01005227",480,173,1,1,159,75,49.17,8.96,41.88,37,4,2,28,2001
"S01005228",406,1,1,0,183,195,93.1,6.65,0.25,20,6,0,0,2001
"S01005229",472,77,0,2,204,91,62.92,15.89,21.19,69,4,2,23,2001
"S01005230",349,95,1,2,149,75,64.47,6.88,28.65,14,7,1,5,2001
"S01005231",348,8,0,3,256,45,86.49,10.92,2.59,33,2,0,1,2001
"S01005232",589,330,0,0,150,75,38.2,3.23,58.57,16,3,0,15,2001
"S01005233",308,86,0,3,97,37,46.1,6.82,47.08,13,5,8,59,2001
"S01005234",466,16,1,0,307,86,84.33,11.8,3.86,51,3,0,2,2001
"S01005235",460,265,1,2,126,31,34.57,1.74,63.7,5,0,2,28,2001
"S01005236",400,81,0,0,254,48,76.25,3.5,20.25,10,4,3,0,2001
"S01005237",386,6,1,0,170,205,97.15,1.04,1.81,2,1,0,1,2001
"S01005238",356,92,1,1,161,98,73.03,1.12,25.84,0,2,1,0,2001
"S01005239",530,153,0,11,197,77,51.89,18.11,30,76,9,1,6,2001
"S01005240",587,170,0,2,104,41,25.04,9.37,65.59,53,0,2,215,2001
"S01005241",382,6,0,0,178,192,97.38,0.79,1.83,1,2,2,1,2001
"S01005242",574,290,1,1,141,52,33.97,11.32,54.7,61,2,2,24,2001
"S01005243",593,166,0,4,161,65,38.11,22.26,39.63,122,6,0,69,2001
"S01005244",381,3,0,3,189,183,97.64,1.57,0.79,2,1,0,0,2001
"S01005245",446,18,2,33,175,57,52.02,34.53,13.45,109,10,0,42,2001
"S01005246",569,60,0,0,113,41,27.42,7.21,65.38,34,7,2,312,2001
"S01005247",274,101,0,0,15,2,6.93,1.82,91.24,5,0,2,149,2001
"S01005248",419,140,2,0,110,90,48.21,10.74,41.05,36,7,2,32,2001
"S01005249",501,7,1,23,214,61,55.29,28.14,16.57,108,9,2,76,2001
"S01005250",453,58,0,0,145,41,41.94,17.44,40.62,77,2,4,126,2001
"S01005251",376,122,0,0,159,14,47.61,9.31,43.09,31,4,6,40,2001
"S01005252",261,97,0,1,82,20,39.46,2.3,58.24,3,2,1,55,2001
"S01005253",235,4,1,0,203,17,93.62,4.26,2.13,8,1,0,1,2001
"S01005254",391,104,1,0,197,36,59.85,11.25,28.9,36,7,1,9,2001
"S01005255",395,264,0,1,55,21,19.75,3.8,76.46,11,3,2,38,2001
"S01005256",264,2,2,1,198,48,95.45,3.41,1.14,5,1,6,1,2001
"S01005257",482,64,1,2,229,149,79.05,7.47,13.49,29,4,3,1,2001
"S01005258",404,20,0,0,227,152,93.81,0.74,5.45,2,1,0,2,2001
"S01005259",304,125,0,1,83,28,36.51,5.26,58.22,14,1,0,52,2001
"S01005260",359,86,0,1,84,35,33.15,6.13,60.72,20,1,0,132,2001
"S01005261",264,59,1,0,74,16,34.09,1.52,64.39,2,1,0,111,2001
"S01005262",488,22,3,1,232,151,78.89,8.81,12.3,32,7,2,38,2001
"S01005263",241,27,0,0,35,8,18.67,2.07,79.25,5,0,2,164,2001
"S01005264",351,110,1,2,101,57,48.72,5.41,45.87,13,3,13,51,2001
"S01005265",310,198,0,0,70,19,29.03,4.84,66.13,15,0,1,7,2001
"S01005266",387,151,0,5,118,59,45.99,4.13,49.87,9,2,1,42,2001
"S01005267",382,72,0,1,140,69,54.97,4.19,40.84,15,0,1,84,2001
"S01005268",604,101,2,1,183,67,41.39,17.22,41.39,96,5,0,149,2001
"S01005269",378,136,0,1,140,92,61.38,2.38,36.24,3,5,0,1,2001
"S01005270",444,5,3,2,193,195,87.39,7.43,5.18,26,2,0,18,2001
"S01005271",230,12,0,0,109,104,92.61,2.17,5.22,4,1,0,0,2001
"S01005272",283,160,1,3,31,7,13.78,3.18,83.04,5,0,1,75,2001
"S01005273",313,7,0,2,211,60,86.9,3.19,9.9,5,3,1,24,2001
"S01005274",410,211,1,1,114,59,43.17,3.66,53.17,11,2,4,7,2001
"S01005275",336,22,1,0,96,56,45.24,10.71,44.05,32,3,0,126,2001
"S01005276",287,137,0,1,94,37,45.64,3.14,51.22,6,2,0,10,2001
"S01005277",224,4,0,1,158,36,86.61,3.57,9.82,5,2,0,18,2001
"S01005278",401,104,1,1,166,65,57.86,4.74,37.41,16,1,1,46,2001
"S01005279",196,2,0,0,108,75,93.37,1.53,5.1,2,1,0,8,2001
"S01005280",389,205,0,0,114,59,45.5,1.29,53.21,5,0,4,2,2001
"S01005281",366,89,0,0,166,50,63.11,3.28,33.61,10,2,15,34,2001
"S01005282",369,216,0,0,100,42,38.75,1.9,59.35,5,2,1,3,2001
"S01005283",293,0,1,0,189,100,98.63,1.02,0.34,2,0,0,1,2001
"S01005284",497,349,0,1,84,27,22.94,6.24,70.82,29,1,3,3,2001
"S01005285",240,7,1,1,180,34,89.17,2.08,8.75,2,1,0,14,2001
"S01005286",287,1,3,0,140,135,95.82,3.83,0.35,7,1,0,0,2001
"S01005287",355,111,0,0,188,48,67.04,1.69,31.27,5,1,2,0,2001
"S01005288",383,219,1,2,110,44,40.73,1.57,57.7,3,0,2,2,2001
"S01005289",440,173,1,0,184,61,55.91,4.09,40,13,4,1,3,2001
"S01005290",307,87,0,1,128,63,62.54,7.49,29.97,17,5,1,5,2001
"S01005291",306,1,1,0,235,61,96.73,2.94,0.33,7,1,0,0,2001
"S01005292",343,245,0,3,59,23,24.2,1.75,74.05,2,1,1,9,2001
"S01005293",393,204,0,0,135,43,45.29,1.78,52.93,4,3,0,4,2001
"S01005294",231,1,1,0,133,90,96.54,3.03,0.43,4,2,0,0,2001
"S01005295",275,107,3,0,94,48,52,8.36,39.64,17,3,1,2,2001
"S01005296",282,0,0,1,216,62,98.58,1.06,0.35,2,0,0,1,2001
"S01005297",287,0,1,1,127,156,98.61,1.39,0,0,2,0,0,2001
"S01005298",373,33,0,0,251,79,88.47,2.68,8.85,9,1,0,0,2001
"S01005299",227,3,0,0,128,91,96.48,1.76,1.76,4,0,0,1,2001
"S01005300",386,3,0,0,307,67,96.89,2.33,0.78,7,2,0,0,2001
"S01005301",315,3,0,0,239,71,98.41,0.63,0.95,2,0,0,0,2001
"S01005302",441,142,0,0,220,66,64.85,2.04,33.11,5,4,0,4,2001
"S01005303",328,87,1,0,141,90,70.73,2.44,26.83,4,3,1,1,2001
"S01005304",289,0,0,0,172,113,98.62,1.04,0.35,2,1,0,1,2001
"S01005305",364,125,0,0,176,50,62.09,3.3,34.62,9,3,0,1,2001
"S01005306",339,13,1,0,289,32,94.99,1.18,3.83,2,1,1,0,2001
"S01005307",321,0,0,0,220,99,99.38,0.62,0,0,2,0,0,2001
"S01005308",226,146,0,0,51,18,31.42,2.65,65.93,6,0,2,3,2001
"S01005309",430,104,0,1,200,105,71.16,3.26,25.58,10,3,1,6,2001
"S01005310",516,194,1,2,192,120,60.66,0.97,38.37,1,1,1,4,2001
"S01005311",391,0,0,0,298,84,98.21,1.53,0.26,6,0,2,1,2001
"S01005312",281,35,2,2,171,56,80.78,6.41,12.81,12,2,0,1,2001
"S01005313",356,3,0,0,264,86,98.31,0.84,0.84,2,1,0,0,2001
"S01005314",192,0,0,1,102,83,96.88,2.6,0.52,3,1,1,1,2001
"S01005315",352,175,0,8,57,12,24.72,13.07,62.22,36,2,18,44,2001
"S01005316",375,24,0,0,185,158,91.47,2.13,6.4,3,5,0,0,2001
"S01005317",201,1,0,1,131,67,98.51,1,0.5,0,1,0,0,2001
"S01005318",271,71,1,0,101,95,72.32,0.74,26.94,1,0,0,2,2001
"S01005319",236,1,0,1,162,69,97.88,0.85,1.27,1,0,0,2,2001
"S01005320",288,47,2,0,124,84,72.92,10.76,16.32,24,5,2,0,2001
"S01005321",287,83,1,0,110,89,69.69,0.7,29.62,1,0,1,2,2001
"S01005322",418,47,1,0,230,53,68.18,10.05,21.77,39,2,2,44,2001
"S01005323",324,76,1,1,132,104,73.15,3.4,23.46,6,3,1,0,2001
"S01005324",433,150,0,1,191,54,57.74,6.7,35.57,23,5,5,4,2001
"S01005325",371,134,0,1,181,46,61.19,1.35,37.47,2,2,0,5,2001
"S01005326",443,244,0,0,129,43,38.83,2.26,58.92,8,2,0,17,2001
"S01005327",280,118,0,0,125,30,55.36,1.07,43.57,3,0,0,4,2001
"S01005328",461,114,3,1,179,52,50.11,20.61,29.28,83,8,0,21,2001
"S01005329",204,7,10,1,78,46,60.78,35.78,3.43,60,2,0,0,2001
"S01005330",333,96,0,0,127,84,64.26,3.6,32.13,9,3,3,11,2001
"S01005331",356,141,3,0,128,55,51.97,6.46,41.57,17,3,2,7,2001
"S01005332",229,23,0,2,106,92,86.9,3.06,10.04,2,3,1,0,2001
"S01005333",310,3,1,0,237,64,97.1,1.61,1.29,3,1,0,1,2001
"S01005334",287,42,0,0,190,51,83.97,1.05,14.98,1,2,0,1,2001
"S01005335",185,0,0,0,127,58,100,0,0,0,0,0,0,2001
"S01005336",235,4,0,0,165,31,84.26,2.13,13.62,4,1,2,28,2001
"S01005337",310,3,1,0,221,65,98.39,0.65,0.97,1,0,19,0,2001
"S01005338",176,0,1,0,154,18,97.73,2.27,0,3,0,0,0,2001
"S01005339",312,13,0,0,190,42,74.36,2.88,22.76,9,0,0,58,2001
"S01005340",203,4,0,0,164,20,93.1,2.46,4.43,5,0,5,5,2001
"S01005341",278,14,0,0,165,43,74.82,3.24,21.94,6,3,0,47,2001
"S01005342",302,18,0,0,190,40,76.16,0.66,23.18,2,0,0,52,2001
"S01005343",333,3,0,0,262,33,90.99,3.3,5.71,8,3,8,16,2001
"S01005344",303,32,0,0,157,32,63.04,3.96,33,12,0,2,68,2001
"S01005345",258,2,0,0,204,40,94.96,0,5.04,0,0,1,11,2001
"S01005346",262,0,0,0,225,34,98.85,1.15,0,2,1,0,0,2001
"S01005347",273,0,0,0,220,46,97.44,2.56,0,6,1,0,0,2001
"S01005348",331,12,0,0,213,43,77.34,1.81,20.85,6,0,0,57,2001
"S01005349",313,3,0,0,238,52,92.65,2.56,4.79,8,0,0,12,2001
"S01005350",274,6,1,1,182,78,94.89,2.92,2.19,4,2,0,0,2001
"S01005351",349,2,15,17,165,75,68.77,22.06,9.17,40,5,0,30,2001
"S01005352",384,26,1,0,211,76,75,1.82,23.18,2,4,1,63,2001
"S01005353",441,21,0,0,240,88,74.6,3.17,22.22,8,6,1,77,2001
"S01005354",326,0,0,0,208,115,99.39,0.61,0,0,2,1,0,2001
"S01005355",356,16,1,0,199,66,74.44,2.53,23.03,3,5,0,66,2001
"S01005356",278,0,0,0,148,124,97.84,2.16,0,5,1,0,0,2001
"S01005357",367,25,0,2,176,62,64.85,3.81,31.34,10,2,0,90,2001
"S01005358",377,102,1,1,163,92,67.9,5.04,27.06,12,5,1,0,2001
"S01005359",338,0,0,0,231,105,99.41,0.59,0,2,0,0,0,2001
"S01005360",302,1,0,0,200,100,99.34,0.33,0.33,1,0,0,0,2001
"S01005361",340,1,1,0,198,133,97.35,2.06,0.59,5,1,0,1,2001
"S01005362",370,58,1,0,85,167,69.19,8.92,21.89,22,10,4,23,2001
"S01005363",292,4,36,8,65,98,55.82,42.81,1.37,69,12,0,0,2001
"S01005364",384,10,17,10,96,159,66.67,29.69,3.65,80,7,1,4,2001
"S01005365",256,11,11,2,51,73,48.44,46.48,5.08,102,4,0,2,2001
"S01005366",293,42,0,1,126,94,75.09,2.39,22.53,2,4,0,24,2001
"S01005367",553,264,0,1,100,98,35.8,2.53,61.66,8,5,0,77,2001
"S01005368",317,100,0,1,109,69,56.15,6.62,37.22,16,4,0,18,2001
"S01005369",548,126,2,0,139,135,50.73,17.7,31.57,86,9,4,47,2001
"S01005370",383,55,4,1,157,137,77.02,7.83,15.14,20,5,1,3,2001
"S01005371",439,6,1,0,213,185,90.66,3.19,6.15,7,6,0,21,2001
"S01005372",519,7,1,2,189,177,70.71,20.23,9.06,82,20,1,40,2001
"S01005373",419,91,1,2,129,109,56.8,5.73,37.47,17,4,0,66,2001
"S01005374",497,18,2,1,210,148,72.23,17.51,10.26,67,17,1,33,2001
"S01005375",449,106,1,1,167,150,70.82,2.9,26.28,7,4,1,12,2001
"S01005376",424,65,0,4,176,138,74.06,3.54,22.41,7,4,0,30,2001
"S01005377",413,189,0,0,128,61,45.76,0.97,53.27,4,0,0,31,2001
"S01005378",317,112,0,3,63,28,28.71,5.99,65.3,13,3,0,95,2001
"S01005379",405,93,1,0,176,72,61.73,2.47,35.8,6,3,2,52,2001
"S01005380",297,122,0,0,76,14,30.3,3.03,66.67,8,1,0,76,2001
"S01005381",273,149,0,0,51,22,27.11,1.47,71.43,4,0,1,46,2001
"S01005382",285,187,0,0,24,12,12.63,2.11,85.26,6,0,0,56,2001
"S01005383",260,6,44,4,39,70,41.92,54.62,3.46,88,6,0,3,2001
"S01005384",346,3,19,1,124,131,73.7,25.14,1.16,64,3,0,1,2001
"S01005385",318,5,37,7,62,74,42.77,53.77,3.46,121,6,0,6,2001
"S01005386",301,37,1,1,105,112,73.09,7.97,18.94,17,5,3,20,2001
"S01005387",414,128,1,2,133,72,50.48,3.62,45.89,7,5,4,62,2001
"S01005388",315,29,1,1,108,83,60.63,4.13,35.24,4,7,0,82,2001
"S01005389",454,140,4,3,128,83,46.48,11.01,42.51,37,6,0,53,2001
"S01005390",332,129,0,0,133,47,54.52,3.01,42.47,6,4,1,12,2001
"S01005391",333,91,1,2,105,89,58.56,10.51,30.93,24,8,1,12,2001
"S01005392",377,11,48,3,72,95,44.56,49.6,5.84,124,12,1,11,2001
"S01005393",352,42,16,2,90,104,56.25,27.84,15.91,71,9,4,14,2001
"S01005394",356,23,32,2,109,113,63.48,26.4,10.11,54,6,4,13,2001
"S01005395",362,20,13,3,111,162,75.41,19.06,5.52,42,11,0,0,2001
"S01005396",268,9,21,2,56,81,51.12,44.4,4.48,92,4,0,3,2001
"S01005397",293,74,2,3,70,108,60.75,8.19,31.06,13,6,0,17,2001
"S01005398",420,30,1,0,181,149,78.57,7.62,13.81,21,10,0,28,2001
"S01005399",497,127,1,5,160,99,52.92,7.04,40.04,21,8,4,72,2001
"S01005400",420,245,2,0,92,43,33.33,4.29,62.38,10,6,5,17,2001
"S01005401",426,105,0,2,164,125,67.84,6.81,25.35,15,12,0,3,2001
"S01005402",431,66,1,3,201,118,74.25,10.21,15.55,33,7,1,1,2001
"S01005403",391,168,0,1,117,83,51.66,1.53,46.8,3,2,2,15,2001
"S01005404",374,23,21,4,95,141,63.37,27.27,9.36,67,10,1,12,2001
"S01005405",242,29,0,0,86,86,72.73,8.26,19.01,13,7,4,17,2001
"S01005406",267,101,2,0,80,73,57.3,3,39.7,3,3,0,5,2001
"S01005407",420,33,49,7,56,127,43.57,46.67,9.76,132,8,0,8,2001
"S01005408",262,80,2,3,76,47,46.95,6.87,46.18,9,4,0,41,2001
"S01005409",285,80,1,0,123,64,65.96,3.16,30.88,4,4,1,8,2001
"S01005410",340,12,44,4,49,62,32.94,63.53,3.53,164,4,1,0,2001
"S01005411",398,31,2,0,166,147,78.64,4.02,17.34,6,8,0,38,2001
"S01005412",439,36,3,0,158,132,66.74,8.2,25.06,25,8,3,74,2001
"S01005413",527,97,5,7,113,138,49.53,16.51,33.97,63,12,10,82,2001
"S01005414",437,41,4,4,149,191,77.8,8.7,13.5,26,4,0,18,2001
"S01005415",346,32,0,1,128,118,71.1,4.05,24.86,8,5,0,54,2001
"S01005416",496,208,1,4,98,101,40.32,6.25,53.43,20,6,1,57,2001
"S01005417",312,3,1,1,148,46,71.79,4.17,24.04,9,2,30,72,2001
"S01005418",341,11,2,2,126,179,89.44,7.04,3.52,14,6,0,1,2001
"S01005419",319,92,2,1,101,71,53.92,5.33,40.75,10,4,0,38,2001
"S01005420",347,47,0,0,162,99,75.5,2.02,22.48,3,4,1,31,2001
"S01005421",357,5,0,0,192,53,72.27,3.64,24.09,7,6,13,81,2001
"S01005422",378,54,2,4,137,108,65.08,5.82,29.1,10,6,1,56,2001
"S01005423",368,54,0,1,195,70,74.73,4.08,21.2,10,4,10,24,2001
"S01005424",346,86,0,2,130,115,71.39,2.6,26.01,4,3,2,4,2001
"S01005425",456,256,1,19,56,38,20.61,6.58,72.81,7,3,0,76,2001
"S01005426",336,62,1,4,78,38,34.82,2.98,62.2,3,2,1,147,2001
"S01005427",425,143,3,3,109,89,46.59,10.59,42.82,30,9,0,39,2001
"S01005428",418,189,1,1,137,51,44.98,4.07,50.96,9,6,0,24,2001
"S01005429",375,23,3,6,118,106,59.73,20.27,20,58,9,0,52,2001
"S01005430",289,3,0,0,130,95,77.85,3.81,18.34,9,2,0,50,2001
"S01005431",332,147,1,3,102,54,46.99,3.31,49.7,5,2,0,18,2001
"S01005432",374,32,2,1,180,100,74.87,10.16,14.97,28,7,0,24,2001
"S01005433",411,75,1,0,168,92,63.26,13.38,23.36,44,10,0,21,2001
"S01005434",371,42,3,0,133,74,55.8,30.73,13.48,96,15,0,8,2001
"S01005435",414,84,1,0,143,104,60.39,6.76,32.85,16,11,3,52,2001
"S01005436",394,71,0,1,176,75,63.71,9.39,26.9,34,2,0,35,2001
"S01005437",406,33,2,0,189,98,70.94,8.87,20.2,30,4,1,49,2001
"S01005438",348,126,0,0,112,63,50.86,1.72,47.41,3,3,2,39,2001
"S01005439",319,85,2,5,93,99,60.5,10.97,28.53,22,6,1,6,2001
"S01005440",380,8,37,5,90,131,58.16,39.74,2.11,101,8,0,0,2001
"S01005441",415,68,0,1,178,93,66.51,9.64,23.86,37,2,5,31,2001
"S01005442",378,11,28,2,121,129,66.14,29.63,4.23,72,10,0,5,2001
"S01005443",437,43,1,2,189,164,80.78,9.15,10.07,26,11,0,1,2001
"S01005444",387,17,21,4,144,121,68.48,26.36,5.17,72,5,0,3,2001
"S01005445",415,39,2,3,167,135,74.22,7.95,17.83,19,9,6,35,2001
"S01005446",343,79,0,0,128,81,60.93,6.41,32.65,19,3,0,33,2001
"S01005447",340,74,0,0,126,88,64.12,2.94,32.94,6,4,4,38,2001
"S01005448",364,37,1,1,208,85,80.49,1.92,17.58,4,1,0,27,2001
"S01005449",378,1,35,7,86,141,60.05,39.15,0.79,96,10,0,2,2001
"S01005450",450,16,2,1,106,114,49.11,8,42.89,27,6,1,177,2001
"S01005451",415,99,0,1,142,150,70.36,3.37,26.27,7,6,0,10,2001
"S01005452",413,0,0,0,169,203,90.07,1.94,7.99,6,2,0,33,2001
"S01005453",397,21,1,3,111,136,62.47,4.03,33.5,8,4,1,112,2001
"S01005454",388,6,13,7,123,147,72.94,17.53,9.54,37,11,13,31,2001
"S01005455",476,36,3,2,143,135,58.61,12.61,28.78,44,11,1,101,2001
"S01005456",383,23,5,0,161,131,76.5,11.49,12.01,29,10,1,23,2001
"S01005457",430,148,2,1,132,114,59.3,4.65,36.05,11,6,9,7,2001
"S01005458",375,141,0,1,112,58,48.27,2.67,49.07,6,3,11,43,2001
"S01005459",334,22,21,5,99,105,61.08,32.34,6.59,75,7,0,0,2001
"S01005460",330,3,32,6,95,90,56.36,30,13.64,54,7,1,42,2001
"S01005461",335,9,27,3,66,98,48.96,42.39,8.66,107,5,0,20,2001
"S01005462",426,3,41,2,110,148,60.56,33.1,6.34,89,9,0,24,2001
"S01005463",239,35,0,0,109,74,76.57,3.77,19.67,6,3,0,12,2001
"S01005464",267,9,0,3,81,93,65.17,5.62,29.21,7,5,0,69,2001
"S01005465",260,30,1,2,118,64,70,11.15,18.85,21,5,0,19,2001
"S01005466",341,22,30,0,117,96,62.46,30.5,7.04,66,8,0,2,2001
"S01005467",230,16,1,0,98,70,79.13,3.91,16.96,4,4,14,23,2001
"S01005468",347,12,15,2,152,114,77.81,16.71,5.48,30,11,4,7,2001
"S01005469",379,4,27,5,71,127,52.24,44.33,3.43,132,4,0,9,2001
"S01005470",292,30,2,0,118,99,74.32,3.08,22.6,6,1,0,36,2001
"S01005471",289,8,0,0,165,75,89.27,2.08,8.65,4,2,18,17,2001
"S01005472",320,5,36,2,114,100,67.19,30.94,1.88,54,7,1,1,2001
"S01005473",325,1,16,2,78,100,55.08,40.62,4.31,99,15,1,13,2001
"S01005474",433,15,3,2,99,115,50.12,8.31,41.57,26,5,3,165,2001
"S01005475",317,5,34,3,58,110,53,40.38,6.62,80,11,0,16,2001
"S01005476",322,4,10,4,163,104,83.23,14.91,1.86,30,4,1,2,2001
"S01005477",360,14,2,3,140,86,63.06,9.72,27.22,16,14,1,84,2001
"S01005478",384,22,2,2,88,99,49.74,6.77,43.49,15,7,4,145,2001
"S01005479",239,10,0,2,85,65,63.18,5.02,31.8,8,2,1,66,2001
"S01005480",343,4,8,0,119,151,78.72,15.45,5.83,36,9,0,16,2001
"S01005481",263,15,0,0,81,61,54.75,3.04,42.21,6,2,2,96,2001
"S01005482",266,1,21,5,58,107,62.03,34.21,3.76,58,7,0,9,2001
"S01005483",339,11,15,2,82,108,56.05,29.2,14.75,77,5,0,39,2001
"S01005484",235,10,1,0,75,84,68.09,6.38,25.53,8,6,1,50,2001
"S01005485",338,24,1,0,88,66,47.04,1.18,51.78,1,2,5,151,2001
"S01005486",419,37,0,0,111,110,52.98,1.67,45.35,4,3,1,153,2001
"S01005487",395,20,4,2,88,142,58.48,11.39,30.13,33,6,1,99,2001
"S01005488",331,18,0,1,113,44,47.43,2.11,50.45,5,1,0,149,2001
"S01005489",392,7,26,2,116,112,58.67,26.02,15.31,67,7,2,53,2001
"S01005490",264,5,3,0,101,110,80.3,7.95,11.74,10,8,1,26,2001
"S01005491",385,14,9,1,121,137,67.27,15.58,17.14,40,10,1,52,2001
"S01005492",384,49,17,3,107,140,64.32,11.72,23.96,16,9,0,43,2001
"S01005493",299,10,1,3,120,139,86.62,9.03,4.35,14,9,0,3,2001
"S01005494",269,64,1,1,116,69,69.14,6.69,24.16,9,7,1,1,2001
