area,percent.rents,white.l00,white.m00,white.h00,black.l00,black.m00,black.h00,asian.l00,asian.m00,asian.h00,hisp.l00,hisp.m00,hisp.h00,other.l00,other.m00,other.h00,white.l09,white.m09,white.h09,black.l09,black.m09,black.h09,asian.l09,asian.m09,asian.h09,hisp.l09,hisp.m09,hisp.h09,other.l09,other.m09,other.h09,medval
128303,0.9118738,107,8,0,18,33,0,42,0,0,726,118,13,426,70,6,22,21,1,17,31,0,41,3,0,812,164,25,478,87,11,112500
128400,0.5104603,573,392,121,60,28,0,25,44,15,240,105,28,162,54,34,436,356,217,68,26,12,23,67,20,296,171,60,225,84,51,212000
128500,0.6377467,991,469,234,120,29,7,52,60,4,240,136,4,162,120,3,762,445,360,135,34,18,64,75,15,312,207,27,235,178,9,261900
128600,0.6181521,825,366,301,134,11,9,23,28,44,484,85,24,432,36,26,576,406,315,125,29,15,23,35,58,620,143,51,579,54,35,278300
128702,0.65,1113,648,376,75,42,16,96,23,19,145,48,7,112,36,14,808,614,449,64,72,16,109,39,26,159,95,10,155,52,20,304700
128800,0.6972191,1223,847,394,181,49,20,152,76,16,307,135,0,258,87,0,908,832,523,177,83,39,170,113,43,381,219,33,378,134,1,269400
128910,0.5609756,725,375,235,52,28,15,44,51,19,71,76,40,99,60,11,526,337,278,49,31,27,50,48,43,75,98,76,129,88,19,273700
131010,0.7294485,480,167,53,112,17,0,141,107,28,569,128,39,416,64,26,375,202,98,115,36,0,164,144,49,802,225,93,588,102,41,207800
131020,0.4752282,426,193,50,59,14,0,82,78,13,416,133,32,276,70,9,269,166,81,41,29,0,74,78,23,410,220,66,307,97,12,162800
131100,0.1803435,431,231,65,0,11,20,26,23,14,61,120,26,54,57,8,247,193,109,0,11,20,27,25,18,63,123,58,64,72,10,179300
131200,0.2098881,329,329,91,2,6,19,27,29,29,74,86,25,68,45,9,206,296,126,3,5,22,26,27,50,62,112,69,87,61,18,184500
131300,0.2194719,270,216,73,16,23,0,67,76,18,162,214,46,101,161,23,171,205,99,16,17,7,69,79,38,186,251,128,123,201,42,169300
131400,0.4591121,450,315,104,73,44,0,118,80,48,258,138,31,193,70,32,331,259,165,79,21,27,115,112,71,318,188,75,252,97,47,166300
131600,0.2470845,391,278,132,27,19,0,53,38,11,158,192,20,123,132,30,283,239,174,20,18,14,60,38,26,179,235,89,163,170,52,175800
131700,0.5118694,902,426,88,92,53,26,131,153,50,448,164,78,296,116,31,688,395,182,87,39,66,153,173,91,541,269,148,400,164,47,158100
131800,0.5203366,410,167,74,21,16,16,99,53,7,355,139,30,221,101,6,337,163,89,18,24,18,103,73,20,415,271,55,291,153,8,166800
131900,0.2304251,423,311,128,17,7,19,34,35,13,158,140,19,116,79,17,269,246,160,7,17,17,31,42,19,143,173,69,138,98,28,167100
132000,0.3019213,655,462,281,47,22,0,53,56,24,310,138,48,276,91,20,471,365,339,21,50,4,65,61,34,353,190,110,357,121,36,191100
132100,0.5042564,579,416,113,112,18,0,78,93,28,309,173,11,167,115,41,428,412,199,111,33,9,94,119,49,380,281,61,234,175,67,180300
132300,0.6264648,639,270,84,64,21,19,187,72,0,482,154,6,273,99,0,503,215,150,65,18,29,217,86,14,574,240,30,342,135,3,167500
132500,0.4942675,799,449,77,91,10,0,130,73,0,374,224,36,276,141,28,609,427,159,74,37,0,138,113,4,461,352,70,377,202,42,149400
132700,0.4517696,329,256,79,24,13,0,20,29,7,454,144,46,274,67,28,183,175,121,15,26,0,21,32,15,565,252,82,358,96,40,180200
132900,0.3776388,476,290,181,35,15,0,15,39,23,63,95,0,54,53,4,361,269,226,33,23,4,17,42,42,72,122,26,79,71,12,225900
133000,0.2564544,295,232,88,12,25,12,21,62,19,194,151,20,152,85,8,217,212,105,9,24,22,19,75,32,203,204,96,197,116,20,160000
133100,0.5009074,508,330,150,60,18,5,59,40,22,234,109,31,159,128,11,375,260,206,51,33,8,65,50,31,290,171,49,208,175,20,201700
134000,0.5624665,302,151,92,40,45,7,111,119,23,637,271,24,353,160,32,231,143,118,41,24,36,113,150,45,782,435,121,460,220,56,168000
134101,0.3206052,237,312,91,17,5,19,135,118,39,218,117,27,149,76,20,169,218,150,10,13,20,143,113,76,267,170,48,187,103,27,211900
134103,0.3302892,337,311,128,28,31,0,96,57,14,166,89,15,105,41,41,212,271,168,15,42,7,115,59,25,220,106,35,137,55,57,191700
134104,0.5525451,169,151,91,34,36,8,107,118,72,254,114,30,174,79,29,126,135,123,17,54,16,115,133,115,332,186,61,228,115,41,254500
134201,0.2859604,226,285,121,20,25,0,17,47,43,228,89,38,141,63,29,156,225,195,21,24,9,17,53,66,273,156,66,181,92,47,191100
134302,0.1480879,328,385,195,2,13,12,25,86,22,51,53,24,28,53,3,180,293,230,2,11,16,19,96,36,54,61,40,32,64,9,216500
134303,0.2604736,556,416,140,26,14,0,54,65,31,104,165,27,70,115,12,393,324,210,26,19,0,50,81,49,112,203,74,87,156,23,186400
134304,0.2232893,230,185,94,2,2,29,59,46,37,73,46,8,15,43,26,133,139,130,1,3,29,55,50,50,88,28,38,17,46,40,215700
134306,0.7829861,298,175,60,40,39,16,50,72,10,211,133,0,148,90,4,229,146,90,43,28,31,54,83,19,238,205,25,189,124,8,188200
134401,0.075481,272,549,762,3,21,28,34,102,105,14,57,35,14,39,29,166,370,892,3,10,44,33,118,156,14,48,75,17,44,56,370500
134421,0.0481752,193,393,565,6,6,8,20,41,53,11,9,39,0,20,19,170,340,790,5,12,10,30,50,95,14,9,71,0,30,37,331300
134422,0.1269943,365,480,324,12,17,11,42,101,47,45,48,37,23,26,36,244,352,447,13,17,15,47,111,85,51,57,60,32,31,49,261800
134510,0.8290889,301,115,31,49,25,0,84,22,0,886,185,30,494,136,31,170,103,44,56,5,25,89,49,0,1157,337,105,665,206,50,153200
134520,0.8318318,311,111,16,75,32,0,64,81,0,769,145,21,501,70,13,193,126,40,65,58,0,72,105,4,1033,285,37,659,106,21,115700
134710,0.760998,262,175,31,32,32,0,105,44,16,688,88,18,436,65,7,179,122,60,33,6,27,105,58,25,848,187,49,537,92,13,182900
134720,0.5218216,410,275,134,61,41,9,140,68,23,232,130,12,203,52,17,300,233,183,33,78,8,149,80,46,262,216,38,263,76,24,174800
134800,0.2091232,437,428,107,5,28,25,70,78,0,213,199,43,135,184,32,286,356,176,6,21,34,66,87,20,245,253,108,168,243,50,176600
134901,0.3533507,369,360,122,9,19,6,20,16,10,103,47,18,82,38,15,282,243,206,10,14,13,25,18,14,135,51,39,112,53,22,220300
134902,0.708842,754,432,155,106,49,6,107,91,49,707,132,33,445,94,44,646,463,218,104,82,20,139,128,75,1042,282,74,688,143,75,191100
135102,0.1556522,302,364,249,4,10,13,32,30,23,5,69,21,33,13,11,212,255,332,4,11,15,33,33,38,6,80,36,44,16,18,244800
135111,0.3952673,403,312,115,30,13,5,59,2,17,76,61,6,50,54,10,273,320,157,31,18,9,74,10,20,94,82,27,70,80,18,216900
135112,0.8164117,1778,624,404,35,66,49,153,96,44,204,28,6,122,34,35,1554,741,588,46,65,85,196,140,87,261,74,27,191,53,64,203500
135201,0.1695332,256,172,221,0,12,5,39,16,0,30,37,5,16,20,7,168,143,219,0,6,12,36,19,7,34,35,16,19,24,11,248500
135202,0.1649763,346,557,296,9,16,0,7,69,35,24,83,14,0,62,0,232,365,403,7,19,0,10,69,51,29,91,29,0,79,0,234100
135203,0.1197068,615,690,692,0,19,16,48,110,52,78,41,37,68,36,18,388,518,839,0,8,29,45,129,82,65,75,51,81,52,26,255000
137000,0.1242533,352,516,579,8,10,20,28,36,25,31,16,26,31,12,12,241,366,650,3,8,30,30,43,33,25,31,33,38,19,16,362000
137102,0.5538818,1148,916,664,120,25,8,111,74,53,90,72,26,141,61,21,862,809,788,106,61,9,106,108,88,88,105,58,189,94,31,284400
137201,0.5334755,894,538,409,40,36,12,69,31,46,70,84,20,104,35,25,733,513,552,40,42,28,78,54,68,86,112,50,158,49,40,279500
137301,0.083225,170,149,319,0,9,2,13,14,8,6,27,0,3,6,21,116,121,312,0,7,4,13,16,12,4,22,14,4,8,28,374200
137302,0.0486111,300,462,649,0,10,18,14,37,28,16,17,8,14,12,6,236,366,771,0,13,21,15,39,50,17,14,22,21,15,10,384300
137401,0.2241096,529,529,503,5,20,9,14,37,13,43,57,7,53,38,12,412,406,663,5,14,21,12,53,21,50,78,19,75,58,20,321600
137402,0.1897773,356,485,851,25,14,12,41,18,48,22,10,30,38,23,22,267,374,855,22,21,16,49,29,56,31,10,38,50,34,29,370100
137501,0.5741895,391,368,479,27,42,18,36,60,9,45,44,28,58,34,27,292,318,562,27,46,34,41,81,19,51,61,49,79,52,42,559500
137502,0.2869512,529,459,412,7,6,15,24,21,35,24,40,7,83,12,14,379,428,476,4,9,17,24,32,44,25,51,17,112,23,19,272900
137504,0.0099432,72,157,399,0,0,13,0,5,16,0,0,22,2,12,6,41,139,445,0,0,15,0,7,21,0,0,30,3,19,8,598900
138000,0.1215909,362,543,655,0,8,20,11,40,12,32,25,14,24,17,18,265,430,778,0,7,24,11,41,30,29,43,22,34,25,26,358300
139000,0.5105215,825,538,351,37,24,19,49,51,10,132,28,37,105,30,33,507,499,402,30,34,21,48,65,15,143,56,51,140,38,48,216200
139200,0.5290381,914,467,251,51,35,0,57,41,10,162,102,26,136,76,8,584,411,247,37,34,14,58,51,12,182,127,36,166,96,12,197300
139301,0.1617843,336,509,430,3,20,11,14,36,9,27,9,46,20,21,41,259,359,560,3,19,16,16,37,21,32,11,66,28,30,60,300700
139302,0.7321803,822,259,73,111,36,7,96,25,7,256,62,6,245,61,11,557,288,97,90,62,7,96,37,14,291,108,13,307,82,17,133600
139303,0.7093023,876,354,101,39,36,22,86,33,0,251,43,24,227,41,29,711,377,191,48,34,37,107,56,0,356,89,35,343,67,46,161900
139400,0.4581088,672,386,520,30,17,16,55,23,9,110,60,46,102,55,43,565,251,649,31,16,25,65,30,15,128,93,78,141,80,66,540300
139501,0.6773828,2304,932,294,91,45,0,124,62,0,227,45,12,293,76,27,1772,1012,411,90,43,24,134,83,19,255,105,22,407,112,43,250000
139502,0.3792531,541,258,216,16,7,0,28,0,16,36,25,5,44,14,18,415,231,268,6,20,0,23,12,19,40,38,7,56,22,26,271200
139600,0.3757576,757,470,615,18,28,12,54,24,3,55,54,0,83,13,0,602,499,725,12,25,34,58,41,11,70,74,9,124,22,0,731600
139701,0.1248594,440,389,833,0,10,8,37,18,0,5,11,35,5,5,25,359,311,912,0,8,11,46,15,8,7,6,51,7,7,35,475200
139702,0.0380952,318,431,1286,4,8,15,4,9,52,0,18,14,10,6,35,256,342,1501,5,6,21,4,15,70,0,21,24,13,9,55,648200
139703,0.0393852,139,147,600,9,0,0,8,10,23,14,8,0,9,0,44,118,137,627,11,0,0,11,8,35,15,10,5,13,0,65,739800
139801,0.0433754,250,267,661,0,4,12,0,0,37,0,3,22,8,7,0,216,259,818,0,5,16,0,0,54,0,4,33,11,13,0,621600
139802,0.0342679,172,225,761,0,0,16,0,21,43,0,28,0,0,7,14,141,200,813,0,0,20,0,21,64,0,29,9,0,9,22,630500
141100,0.7317158,1158,729,379,61,79,0,54,49,38,148,52,35,91,52,68,844,761,491,67,103,0,65,66,58,183,79,69,136,75,104,388200
141200,0.7124438,1363,832,477,117,5,12,34,74,38,149,55,61,134,50,34,999,828,616,111,26,17,45,84,58,189,79,88,187,67,54,414100
141301,0.6928361,1239,879,399,85,7,23,46,36,32,150,38,15,137,43,11,941,851,563,72,31,34,56,49,46,177,71,26,192,67,20,406300
141302,0.7180477,1098,641,477,98,36,22,87,71,21,99,56,36,163,26,4,909,656,639,72,98,25,112,87,51,102,103,71,239,49,7,347400
141400,0.4030837,612,415,473,37,14,6,20,25,30,49,27,29,83,23,22,448,364,543,41,16,6,25,22,46,60,31,44,111,33,33,464300
141600,0.0628366,332,339,850,0,15,3,0,11,54,0,17,20,5,5,26,267,351,1009,0,3,20,0,12,81,0,23,30,8,8,40,579100
141700,0.0530303,172,229,697,17,0,5,11,6,17,6,0,24,10,0,15,139,190,766,16,6,5,9,8,27,5,3,33,16,0,20,592300
143100,0.6427851,754,515,380,46,36,12,15,27,29,73,37,23,39,39,12,591,563,526,59,29,33,18,38,45,88,68,42,59,64,22,492700
143200,0.7899702,790,449,139,100,50,9,96,48,0,217,17,12,174,15,16,659,457,209,103,79,19,131,59,11,281,72,19,263,32,27,417400
143300,0.632313,1055,740,550,95,29,11,55,58,0,203,58,9,153,29,15,817,675,651,69,62,25,48,99,0,225,113,24,211,47,23,367600
143400,0.5581396,979,748,560,52,48,14,31,64,14,73,39,44,88,41,11,837,757,707,27,99,17,36,96,19,96,59,71,131,67,19,397000
143500,0.5240113,563,751,509,9,46,0,20,24,35,10,84,21,34,43,21,478,678,687,4,60,4,26,37,46,8,99,60,52,66,35,408600
143601,0.8593094,1213,636,422,108,84,44,137,75,37,152,63,39,104,76,11,955,730,526,104,118,84,184,117,53,186,119,73,160,123,17,350500
143602,0.5374046,732,604,363,34,0,17,29,24,2,67,33,13,51,18,13,611,652,471,43,0,23,30,46,3,86,54,26,78,27,23,297500
143700,0.2724268,559,498,730,22,28,26,15,34,31,47,12,38,29,69,15,435,502,883,16,25,55,21,40,50,63,16,61,44,101,28,462200
143800,0.3778822,825,430,761,28,27,24,39,29,13,47,39,18,31,53,15,605,536,837,26,33,36,35,51,22,62,50,34,44,80,23,548100
143901,0.1359756,324,358,781,7,0,18,12,21,26,20,0,37,20,0,31,238,300,867,8,0,21,16,22,39,15,12,49,27,3,44,595200
143902,0.4220963,451,308,453,22,14,0,11,33,12,31,21,18,22,23,0,325,384,507,28,17,0,10,49,17,31,37,30,33,33,3,602600
181000,0.2465947,367,359,429,6,16,13,111,166,147,160,177,123,74,115,58,278,239,476,4,12,23,126,171,218,180,216,224,95,157,81,254800
181300,0.3125,262,189,128,0,2,25,66,165,78,186,127,55,130,64,38,202,158,160,0,3,28,62,182,125,236,156,130,170,90,58,241500
181400,0.6760744,317,151,78,37,18,10,179,153,36,354,157,20,221,122,25,238,145,102,39,3,28,191,171,68,432,227,77,278,161,40,189900
181500,0.3184231,270,173,123,15,4,8,79,111,35,251,177,45,149,59,42,175,139,137,10,5,11,79,112,54,271,209,104,174,72,56,187900
181600,0.5789474,328,150,74,30,0,0,194,98,32,416,168,25,252,103,19,230,135,103,17,14,0,190,129,47,482,246,76,309,131,28,200000
183101,0.4205534,166,167,53,12,19,5,65,18,24,465,226,17,279,122,25,109,155,67,6,19,12,56,32,33,549,335,70,344,162,35,156800
183102,0.6251788,350,144,57,88,44,0,190,93,24,707,259,85,462,167,82,285,113,89,65,73,10,199,125,35,926,418,208,623,227,120,208400
183210,0.5276573,422,166,64,28,18,22,98,82,31,583,240,56,363,105,25,344,147,96,27,7,41,99,104,53,725,336,189,481,144,47,173600
183220,0.5956332,145,21,13,35,7,0,89,30,24,555,200,13,341,122,14,94,29,15,30,8,0,73,49,23,622,290,51,367,150,22,141700
183300,0.4128843,145,71,42,10,2,4,121,104,9,549,260,27,285,163,16,101,62,43,8,3,4,114,109,17,632,329,82,320,191,25,150900
183400,0.5647156,186,57,7,20,0,0,129,110,22,445,208,12,232,149,5,146,41,18,14,5,0,126,110,39,502,305,53,267,182,10,161800
183510,0.369357,67,39,0,10,0,0,43,21,0,387,115,44,213,86,37,11,22,0,3,6,0,38,33,0,418,234,64,238,123,46,144400
183520,0.7308057,71,28,10,18,0,4,42,13,6,723,87,38,404,71,26,0,0,0,15,0,3,33,13,10,706,144,69,405,82,28,152300
183610,0.7646443,77,19,0,25,0,15,57,23,0,594,131,26,415,79,6,0,0,0,15,12,17,54,35,0,808,241,43,522,124,7,139500
183620,0.5953347,35,80,63,16,9,0,63,49,0,500,112,35,329,75,15,22,43,62,16,1,7,66,35,17,568,184,88,369,95,27,175300
183700,0.6724624,246,152,37,77,29,11,138,67,62,946,266,61,480,165,57,157,137,68,59,32,42,170,78,90,1164,514,172,627,233,95,167800
183810,0.8610442,84,0,23,40,0,0,53,23,0,868,115,23,525,107,4,0,0,0,40,0,0,55,26,3,1055,230,46,635,148,7,156000
183820,0.8318496,72,0,0,31,0,0,60,5,0,684,122,29,421,66,30,0,0,0,24,3,0,52,15,0,762,151,50,461,75,32,145300
185100,0.4127854,418,343,143,55,29,9,54,142,30,612,225,77,340,155,38,313,244,249,59,35,9,57,153,59,753,334,183,438,212,59,209700
185201,0.431833,118,96,121,20,9,6,116,63,55,634,220,55,407,127,12,50,60,91,13,14,5,108,63,66,693,291,128,446,149,20,182900
185202,0.490008,206,146,50,22,29,6,62,19,11,507,101,81,338,53,55,137,95,68,19,8,28,62,17,17,575,186,116,391,69,66,188300
185310,0.5945612,24,4,0,2,2,0,33,9,20,524,149,38,331,94,6,0,0,0,1,3,0,26,13,19,497,163,75,337,104,9,160800
185320,0.6206089,33,7,6,2,0,0,40,16,9,592,110,31,375,67,19,0,0,0,2,0,0,39,18,12,652,150,60,422,88,24,165200
186100,0.3882023,413,228,121,21,11,0,154,158,109,333,134,54,183,77,19,275,210,151,11,21,0,142,178,154,366,222,82,221,104,24,188400
186200,0.4957657,362,336,126,53,39,14,283,379,45,696,342,100,422,151,65,280,261,176,42,21,49,298,405,110,770,529,228,504,203,86,185600
186300,0.4143731,302,229,78,32,14,28,150,144,78,529,222,110,357,122,76,201,199,113,33,2,40,148,172,88,589,369,177,425,156,98,189900
186401,0.862441,104,6,0,29,0,0,95,32,14,1040,122,27,577,89,10,16,2,0,28,5,0,139,41,19,1325,277,58,765,135,16,133800
186402,0.6371134,113,50,7,18,0,0,110,80,29,782,203,52,499,102,27,62,25,12,8,9,0,106,87,45,927,363,116,590,135,38,172100
187100,0.5820447,344,271,15,20,8,0,344,108,53,812,270,29,511,130,19,242,228,88,13,16,0,351,152,78,969,463,100,633,183,33,192500
187200,0.55125,69,19,0,14,0,0,77,23,0,412,134,42,210,76,34,15,9,6,14,0,0,74,33,0,497,200,71,245,92,44,154500
187300,0.5940594,378,246,188,69,2,0,98,74,31,238,113,27,194,65,32,259,214,214,56,23,0,100,106,43,276,196,52,246,100,45,262900
188100,0.7520278,417,185,44,24,23,8,148,28,40,501,215,32,363,136,9,335,198,82,26,8,34,192,36,55,664,306,132,500,195,26,195000
188200,0.682007,997,581,430,93,78,10,224,133,59,295,90,31,188,97,13,766,535,528,79,77,53,245,204,88,335,169,71,247,143,29,518000
188300,0.4240232,295,205,78,8,15,0,98,163,63,227,133,54,186,45,14,207,185,102,7,5,12,96,175,102,258,196,98,228,67,20,218200
189100,0.7930932,1429,567,249,87,35,0,213,128,26,303,108,28,262,106,25,1054,612,310,76,35,25,248,161,48,364,170,55,346,148,42,379400
189200,0.7592198,1510,475,299,115,19,0,145,90,41,271,118,21,339,47,20,1245,551,400,101,58,7,193,127,56,350,199,63,495,90,35,556500
189300,0.1367852,219,262,535,0,10,20,55,31,57,35,3,20,30,20,14,174,191,561,0,8,27,68,29,79,37,12,27,39,28,21,660100
189400,0.4964072,619,328,523,21,13,15,12,22,10,35,17,10,35,19,13,519,320,574,24,14,19,13,30,14,44,25,14,48,32,18,456100
189500,0.8497317,1341,440,273,107,58,16,103,25,5,222,53,0,252,28,10,961,515,344,104,62,38,121,35,11,257,104,3,341,44,17,393100
189600,0.6617944,871,314,339,75,35,25,64,11,6,160,58,6,141,31,11,702,361,365,49,69,42,76,20,10,202,76,36,202,47,22,451600
189701,0.4766497,517,459,580,41,44,13,35,35,50,55,40,37,94,26,15,425,420,642,40,50,26,39,50,69,66,67,53,145,35,22,573300
189702,0.5505415,446,195,262,31,17,0,15,18,0,40,0,12,27,14,16,318,178,270,30,21,0,14,21,4,46,3,14,36,18,21,602300
189800,0.6968085,679,344,218,44,7,9,31,27,0,45,49,0,56,25,5,576,384,319,47,18,12,44,32,6,60,76,4,88,41,9,536800
189901,0.8770838,2369,805,357,164,59,16,206,79,0,202,68,15,203,62,0,1994,860,539,159,83,47,256,123,3,270,94,40,299,94,3,418400
189902,0.9715128,1785,509,91,125,50,0,59,81,0,153,72,6,147,60,13,1558,540,230,137,76,4,77,106,11,190,111,35,217,97,24,203100
190100,0.9658949,1735,315,84,170,61,0,209,31,10,306,97,10,300,68,10,1278,375,136,155,86,6,233,48,22,345,189,19,391,108,15,429600
190200,0.993009,1644,321,37,350,64,0,232,31,0,676,73,9,487,130,9,1300,325,69,325,92,23,258,48,0,864,116,19,631,175,17,350000
190301,0.956044,1210,240,97,171,16,17,119,24,12,445,90,1,452,67,10,973,247,137,177,22,26,130,40,19,557,150,27,605,101,17,238600
190520,0.9373826,692,22,6,60,17,0,131,10,6,469,58,6,367,54,6,601,75,6,73,17,0,150,20,12,647,89,24,507,75,14,243200
190700,0.9292222,562,57,44,86,21,9,93,33,0,425,31,16,309,22,0,479,71,46,86,31,11,102,44,6,532,96,32,402,43,1,176900
190800,0.9386503,1006,148,15,135,57,23,140,51,0,1032,54,12,736,31,0,822,183,33,138,59,33,162,66,0,1297,183,24,957,53,2,188800
190901,0.9458918,249,34,11,44,0,0,54,14,0,906,110,10,686,95,3,140,29,11,37,7,0,59,13,3,1157,208,27,823,124,5,194200
190902,0.9331652,408,34,8,94,0,0,102,13,0,746,73,10,621,73,12,325,35,23,89,3,0,109,16,1,929,148,19,727,97,17,183000
191000,0.9576271,397,84,24,96,10,0,64,6,0,526,54,0,362,57,5,322,96,39,77,34,0,68,10,2,659,124,4,460,74,9,225000
191110,0.9577115,408,37,13,32,0,0,94,24,0,401,33,20,396,21,20,322,52,10,29,3,0,104,25,0,497,75,25,477,31,24,173300
191120,0.9144317,489,38,11,52,0,0,106,19,15,707,30,0,495,58,0,418,65,17,39,18,0,126,28,20,985,93,2,665,86,2,242700
191201,0.9418472,622,90,40,96,0,0,137,44,34,471,60,0,443,37,0,526,113,45,105,0,0,159,55,48,646,100,5,588,55,1,236100
191203,0.9647718,292,61,4,27,23,0,179,17,15,502,30,10,376,5,0,237,63,17,32,24,0,212,32,15,713,76,16,502,7,0,229700
191204,0.8518519,218,39,14,23,0,0,89,28,15,313,59,0,233,49,0,180,54,12,25,0,0,102,36,18,413,110,5,299,71,1,227700
191300,0.890425,350,21,13,94,18,20,326,157,5,752,119,10,597,58,4,300,44,12,86,22,32,358,201,19,1008,258,29,773,87,9,219300
191410,0.9649123,99,0,0,68,6,0,166,65,0,1027,63,19,790,40,8,53,6,0,67,6,0,178,57,18,1303,186,30,934,65,10,115900
191420,0.9510917,112,35,0,20,11,0,179,85,0,591,78,16,361,89,8,93,43,6,21,12,0,190,119,6,843,146,37,477,119,13,221900
191500,0.8427371,308,48,16,32,0,0,208,54,25,802,57,36,590,59,47,268,55,25,31,3,0,220,74,43,1055,167,64,743,87,66,205600
191610,0.9033585,167,55,7,45,0,0,113,58,13,836,120,9,633,51,0,109,41,23,46,1,0,118,76,19,1118,255,28,802,76,1,241700
191620,0.8764045,196,7,0,26,0,0,131,40,5,414,48,0,263,52,0,159,29,0,27,0,0,147,40,21,563,105,0,340,75,0,206100
191710,0.907496,234,61,0,55,2,0,139,28,0,590,66,18,437,52,15,188,49,13,54,0,2,150,30,3,764,117,36,531,67,19,198500
191720,0.9233017,186,1,19,69,3,5,151,51,7,717,111,10,530,55,11,154,9,15,64,1,7,149,68,11,913,175,40,625,70,16,182500
191820,0.9636217,344,37,12,76,14,0,78,23,10,562,32,0,407,18,0,263,64,20,78,10,4,78,38,12,712,99,8,508,32,1,187500
191900,0.7806216,1369,378,279,150,78,17,183,95,13,471,124,12,318,115,16,1054,451,268,165,54,69,214,121,39,615,241,52,466,178,27,347900
192000,0.6593572,1286,556,380,44,17,0,56,23,19,117,50,19,102,34,0,1149,534,512,35,30,14,56,46,31,148,74,44,158,45,4,342600
192300,0.6214383,406,398,262,59,20,10,81,49,54,74,10,7,53,28,8,343,325,342,56,28,24,95,67,77,105,9,15,77,43,12,440200
192410,0.6586511,454,253,135,58,27,0,209,107,40,300,54,8,231,40,10,317,217,177,57,22,10,209,136,63,363,92,22,285,58,15,358300
192420,0.836237,168,49,0,49,0,15,392,114,13,506,78,17,386,58,2,147,64,0,45,8,15,421,164,34,669,202,36,501,88,8,186700
192510,0.8187391,64,28,0,20,0,0,324,108,11,436,122,8,311,92,7,54,30,3,18,3,0,356,134,18,559,250,22,385,126,11,175900
192520,0.9136253,118,22,0,14,12,0,240,26,11,925,194,0,733,127,9,72,14,1,13,13,0,241,35,20,1294,309,27,887,179,16,185300
192610,0.91732,132,0,0,45,2,0,107,66,0,899,101,26,674,68,27,67,7,0,43,3,0,108,71,10,1168,219,37,793,102,33,142600
192620,0.9477379,73,18,0,37,0,0,221,55,5,803,57,0,578,35,0,54,23,5,37,0,0,222,80,7,1066,144,10,696,52,1,165600
192700,0.8707608,81,8,5,24,19,0,219,79,17,534,67,13,369,57,14,61,29,7,27,22,0,248,101,29,755,162,31,491,86,18,158700
194100,0.4454032,1125,618,1115,78,26,14,71,28,48,71,69,13,81,42,8,938,602,1308,49,61,34,85,42,74,85,103,28,121,65,12,732000
194200,0.4148501,867,627,1084,27,21,8,52,24,6,51,56,25,53,51,29,731,539,1265,33,19,16,55,46,11,67,58,63,83,76,48,622000
194300,0.1613546,179,154,589,0,9,10,0,10,13,5,24,4,0,4,18,155,155,631,0,11,13,0,14,17,7,28,11,0,6,28,1000001
194400,0.7793943,1566,843,440,59,22,0,66,31,26,131,56,30,163,12,0,1230,828,641,62,19,16,77,49,38,165,84,49,231,26,2,398200
194500,0.4979633,362,285,230,6,6,3,18,3,13,13,2,9,18,11,23,314,279,315,2,7,10,23,2,22,20,2,13,25,17,35,435900
195100,0.340251,396,377,570,13,40,26,87,113,139,125,90,46,87,36,26,279,289,590,9,29,49,99,110,204,166,92,86,117,44,38,434400
195200,0.6219831,873,572,661,44,31,15,169,108,87,243,54,86,221,56,37,595,498,749,42,40,20,186,135,130,284,98,137,296,86,54,369400
195300,0.7907284,488,172,78,35,7,7,123,72,3,360,69,5,310,39,0,359,153,113,24,20,7,133,77,19,419,132,21,385,56,3,233600
195400,0.6011904,624,354,254,43,5,30,170,48,41,409,84,43,314,33,19,466,347,299,25,33,33,197,66,67,527,135,99,434,52,30,335900
195500,0.605415,545,375,165,33,35,3,191,93,76,412,167,78,307,113,55,417,307,259,15,30,35,206,115,105,503,253,147,393,158,78,283200
