datazone,Inflow|All people in households|Lived at same address,Inflow|All people in households|Moved within Datazone area,Inflow|All people in households|Inflow (lived elsewhere in Scotland),Inflow|All people in households|Inflow (lived elsewhere outside Scotland but within UK),Inflow|All people in communal establishments|Lived at same address,Inflow|All people in communal establishments|Moved within Datazone area,Inflow|All people in communal establishments|Inflow (lived elsewhere in Scotland),Inflow|All people in communal establishments|Inflow (lived elsewhere outside Scotland but within UK),Outflow to outwith the datazone but to elsewhere in Scotland|Outflow All people in households|,Outflow to outwith the datazone but to elsewhere in Scotland|Outflow All people in communal establishments|,Outflow - Moved to England & Wales All people in households|Outflow - Moved to England & Wales All people in households|,Outflow - Moved to England & Wales All people in communal establishments|Outflow - Moved to England & Wales All people in communal establishments|,Outflow - Moved to NI All people in households|Outflow - Moved to NI All people in households|,Outflow - Moved to NI All people in communal establishments|Outflow - Moved to NI All people in communal establishments|
S01002090,983,7,70,9,2,-,3,-,76,4,23,-,-,-
S01002091,545,15,191,22,-,-,-,-,161,2,21,-,3,-
S01002092,777,-,45,13,102,-,59,1,51,8,3,3,-,-
S01002093,544,7,144,16,5,-,-,3,154,7,14,3,-,-
S01002094,671,1,65,1,3,-,1,-,78,3,3,-,-,-
S01002095,464,1,66,10,21,-,10,-,40,2,5,-,-,-
S01002096,774,-,45,9,-,-,-,-,39,2,6,-,-,-
S01002097,732,2,23,2,22,-,18,-,33,-,-,3,-,-
S01002098,677,1,21,4,-,-,-,2,31,5,-,-,-,-
S01002099,606,6,151,47,10,-,-,-,175,5,24,3,-,-
S01002100,548,-,41,5,-,-,-,-,57,4,14,-,-,-
S01002101,733,-,112,25,-,-,-,-,97,3,13,-,-,-
S01002102,565,1,84,4,-,-,-,-,89,-,-,-,-,-
S01002103,702,4,31,7,-,-,-,-,60,3,3,-,-,-
S01002104,751,9,152,75,35,-,5,11,275,10,49,-,-,-
S01002105,864,3,72,23,21,-,14,-,85,12,15,6,-,-
S01002106,407,13,238,38,76,-,37,37,234,8,70,6,3,-
S01002107,526,1,17,1,-,-,-,-,32,2,3,-,-,-
S01002108,462,16,329,91,7,-,9,4,441,11,50,4,4,-
S01002109,511,9,253,30,-,-,-,-,203,23,39,5,-,-
S01002110,598,4,55,15,-,-,-,-,76,3,6,3,-,-
S01002111,959,-,58,3,-,-,-,-,58,4,4,-,-,-
S01002112,948,6,78,6,1,-,-,-,100,9,6,-,-,-
S01002113,712,1,48,1,-,-,-,-,27,3,4,-,-,-
S01002114,664,4,38,5,-,-,-,-,44,2,11,-,-,-
S01002115,762,6,186,42,15,-,7,2,162,6,34,8,4,-
S01002116,744,-,57,7,21,-,22,-,54,9,6,-,-,-
S01002117,393,5,132,24,23,-,4,7,134,3,26,4,-,3
S01002118,509,11,237,96,17,-,22,4,312,3,16,-,-,-
S01002119,555,1,40,4,-,-,-,-,32,3,-,-,-,-
S01002120,706,6,44,4,-,-,-,-,53,2,4,-,-,-
S01002121,658,-,42,-,-,-,-,-,31,5,-,-,-,-
S01002122,808,7,43,14,90,-,14,1,46,9,17,-,-,-
S01002123,927,5,40,3,36,-,112,105,231,9,9,3,3,-
S01002124,718,-,29,2,2,-,1,1,36,3,6,-,-,-
S01002125,899,3,97,6,64,1,19,1,106,7,11,-,-,-
S01002126,624,-,38,3,-,-,-,-,34,-,3,-,-,-
S01002127,657,3,59,6,-,-,-,-,59,3,-,-,-,-
S01002128,464,5,201,54,1,-,-,-,207,6,45,4,4,-
S01002129,496,1,98,73,80,-,15,-,201,5,13,3,3,-
S01002130,629,1,21,1,-,-,-,-,26,-,-,3,-,-
S01002131,457,5,137,34,11,-,6,3,190,6,27,-,-,-
S01002132,728,1,44,6,1,-,1,-,68,3,3,-,3,-
S01002133,804,10,146,46,35,-,20,-,149,4,31,-,-,-
S01002134,588,-,29,-,-,-,-,-,29,3,-,-,-,-
S01002135,829,2,28,1,-,-,-,-,34,7,4,5,-,-
S01002136,482,5,104,23,43,1,14,3,113,13,18,5,-,-
S01002137,823,1,52,2,-,-,-,-,65,5,7,-,-,-
S01002138,560,1,57,5,-,-,-,-,103,7,4,-,-,-
S01002139,659,-,33,7,-,-,-,-,32,1,-,-,-,-
S01002140,787,9,98,4,-,-,-,-,85,-,3,-,-,-
S01002141,593,4,66,16,8,-,-,-,92,3,6,-,-,-
S01002142,990,5,48,4,-,-,-,-,55,2,17,-,-,-
S01002143,698,-,58,5,-,-,-,-,40,5,-,4,-,-
S01002144,672,3,44,1,-,-,-,-,37,7,6,-,-,-
S01002145,753,4,116,67,6,-,4,5,136,3,27,7,3,-
S01002146,753,7,121,20,-,-,-,-,161,6,17,-,3,-
S01002147,881,1,76,4,-,-,-,-,72,6,-,-,-,-
S01002148,807,-,41,10,-,-,-,-,49,10,10,3,-,-
S01002149,882,7,111,21,-,-,-,-,93,6,-,-,-,-
S01002150,578,4,89,13,-,-,-,-,99,4,6,-,6,-
S01002151,713,13,237,29,50,-,20,1,169,5,18,3,-,-
S01002152,646,1,88,16,28,-,11,1,98,2,13,3,-,-
S01002153,514,2,23,1,-,-,-,-,21,1,-,-,-,-
S01002154,793,12,69,2,11,-,1,-,88,2,3,-,3,-
S01002155,884,7,109,9,2,-,-,-,111,4,6,-,-,-
S01002156,459,3,200,59,-,-,1,1,119,4,52,3,-,-
S01002157,662,3,81,27,19,-,-,-,67,1,20,-,-,-
S01002158,641,1,94,20,-,-,-,-,103,1,10,3,-,-
S01002159,579,6,118,25,6,-,4,2,95,4,13,-,-,-
S01002160,597,1,158,24,1,-,-,-,122,1,12,-,-,-
S01002161,374,7,212,41,9,-,21,1,190,2,43,-,4,-
S01002162,910,6,90,9,-,-,-,-,83,9,7,4,-,-
S01002163,744,5,194,34,-,-,-,-,178,5,20,-,4,-
S01002164,808,7,38,-,-,-,-,-,47,1,-,3,-,-
S01002165,881,6,60,5,-,-,-,-,90,2,3,-,-,-
S01002166,525,7,150,70,5,-,3,-,191,3,76,7,-,-
S01002167,604,1,51,4,-,-,-,-,45,7,7,3,-,-
S01002168,755,9,172,50,-,-,-,-,155,5,49,4,-,-
S01002169,592,4,152,10,-,-,-,-,134,5,12,-,-,-
S01002170,758,2,62,6,34,-,5,-,47,5,3,-,6,-
S01002171,587,1,34,-,-,-,-,-,31,-,3,-,-,-
S01002172,690,-,41,4,1,-,-,-,53,2,3,-,-,-
S01002173,846,3,93,8,-,-,-,-,93,14,10,-,-,-
S01002174,747,-,118,28,-,-,-,-,145,6,18,-,8,-
S01002175,798,7,122,21,-,-,-,-,145,2,9,-,-,-
S01002176,748,4,43,2,-,-,-,-,34,2,6,-,3,-
S01002177,585,2,143,35,-,-,-,-,122,6,9,-,-,-
S01002178,648,3,178,62,-,-,-,-,133,3,37,3,-,-
S01002179,651,-,31,3,-,-,-,-,18,1,-,-,-,-
S01002180,331,7,107,40,-,-,-,-,129,-,26,-,4,-
S01002181,639,19,88,12,-,-,-,-,89,3,-,-,-,-
S01002182,539,10,167,43,-,-,5,-,150,2,45,5,-,-
S01002183,670,3,144,9,-,-,-,-,152,1,17,-,-,-
S01002184,754,-,27,1,-,-,-,-,58,3,3,-,-,-
S01002185,683,5,99,11,4,-,-,-,67,5,6,-,-,-
S01002186,553,4,128,24,-,-,-,-,131,1,13,-,-,-
S01002187,591,12,215,34,2,-,-,-,166,2,66,-,-,-
S01002188,687,-,48,13,6,-,11,2,44,12,7,4,-,-
S01002189,617,5,126,23,-,-,-,-,145,-,13,-,3,-
S01002190,564,5,146,36,-,-,-,-,148,5,22,-,-,-
S01002191,839,3,71,2,-,-,-,-,77,1,5,-,-,-
S01002192,807,3,54,2,-,-,-,-,36,2,-,-,-,-
S01002193,847,-,53,4,5,-,4,2,63,11,6,3,-,-
S01002194,743,3,55,1,-,-,-,-,38,8,3,-,-,-
S01002195,711,11,176,43,-,-,-,-,159,3,32,3,-,-
S01002196,615,2,45,4,-,-,-,-,49,5,6,-,-,-
S01002197,441,9,89,13,-,-,-,-,92,1,9,-,-,-
S01002198,661,4,137,24,-,-,-,-,118,2,22,-,-,-
S01002199,542,4,182,48,10,-,7,-,173,-,32,-,3,-
S01002200,693,11,85,5,-,-,-,-,46,9,13,-,-,-
S01002201,607,9,183,49,2,-,-,-,164,6,59,3,-,-
S01002202,407,8,191,56,-,-,-,-,173,-,30,-,3,-
S01002203,414,-,78,26,-,-,-,-,81,2,4,-,3,-
S01002204,641,4,63,1,-,-,-,-,68,6,3,-,-,-
S01002205,601,1,115,24,-,-,-,-,119,6,22,-,3,-
S01002206,441,7,72,12,-,-,-,-,81,2,6,-,-,-
S01002207,752,-,84,4,-,-,-,-,61,2,-,3,-,-
S01002208,383,1,99,27,-,-,-,-,111,-,18,3,-,-
S01002209,736,2,141,25,-,-,-,-,137,-,8,3,-,-
S01002210,494,2,79,22,-,-,-,-,85,6,21,-,-,-
S01002211,563,2,50,2,-,-,-,-,59,2,3,-,-,-
S01002212,919,6,79,2,4,-,-,-,66,5,4,-,-,-
S01002213,726,13,80,1,-,-,-,-,56,3,6,-,10,-
S01002214,567,4,149,31,-,-,-,-,177,3,21,-,-,-
S01002215,833,-,66,7,66,1,14,-,64,6,5,4,-,-
S01002216,641,1,113,12,-,-,-,-,80,1,18,-,-,-
S01002217,536,9,199,29,97,2,17,1,138,6,18,-,-,-
S01002218,380,-,130,29,-,-,-,-,97,1,31,-,-,-
S01002219,604,-,53,6,-,-,-,-,40,3,3,3,-,-
S01002220,748,-,43,1,-,-,-,-,42,5,9,-,-,-
S01002221,637,-,111,11,-,-,-,-,117,3,16,3,-,-
S01002222,792,1,38,3,-,-,-,-,37,9,19,3,-,-
S01002223,689,-,29,-,-,-,1,-,29,3,3,-,-,-
S01002224,690,-,49,7,-,-,-,-,46,2,3,-,-,-
S01002225,538,1,118,28,2,1,4,-,113,-,21,-,-,-
S01002226,813,1,166,29,-,-,-,-,145,2,26,3,-,-
S01002227,757,4,64,3,-,-,-,-,65,1,8,-,-,-
S01002228,934,3,30,1,3,-,1,-,41,5,-,-,-,-
S01002229,720,-,57,1,-,-,-,-,27,2,8,3,-,-
S01002230,820,5,143,33,1,-,-,-,178,3,23,3,-,-
S01002231,610,8,111,18,263,7,41,20,128,20,13,22,-,-
S01002232,735,2,22,4,1,-,6,-,33,3,-,-,-,-
S01002233,760,6,136,17,-,-,-,-,148,2,11,3,-,-
S01002234,630,-,124,15,4,-,-,-,110,-,5,-,-,-
S01002235,771,4,153,12,-,-,-,-,150,7,15,3,3,-
S01002236,850,4,50,3,-,-,-,-,70,1,3,-,-,-
S01002237,939,10,123,5,20,-,5,1,90,6,6,-,-,-
S01002238,509,2,54,1,-,-,-,-,53,-,-,-,-,-
S01002239,806,7,115,3,5,-,1,1,109,3,-,-,-,-
S01002240,606,3,101,16,16,-,4,1,102,4,7,3,-,-
S01002241,818,3,59,7,-,-,-,-,65,-,3,-,-,-
S01002242,730,4,38,10,-,-,-,-,56,2,10,3,-,-
S01002243,653,3,95,8,1,-,-,-,86,-,10,-,-,-
S01002244,617,1,98,-,-,-,-,-,79,2,14,-,-,-
S01002245,696,12,174,37,8,-,-,-,140,2,15,3,-,-
S01002246,718,6,133,29,-,-,-,-,109,3,12,-,-,-
S01002247,838,6,73,-,-,-,-,-,56,1,3,-,3,-
S01002248,924,7,125,18,56,-,18,-,104,7,21,6,3,-
S01002249,658,-,105,11,5,-,-,-,74,1,13,3,-,-
S01002250,836,12,116,6,-,-,-,-,72,2,24,-,6,-
S01002251,764,1,45,8,8,-,-,-,49,2,9,-,-,-
S01002252,467,1,43,14,46,-,16,4,75,7,6,4,-,-
S01002253,943,-,57,5,-,-,-,-,48,6,-,-,-,-
S01002254,638,6,106,19,-,-,-,-,181,3,16,-,-,-
S01002255,833,10,161,16,-,-,-,-,130,2,15,3,-,-
S01002256,612,9,108,17,-,-,-,-,97,1,25,-,-,-
S01002257,668,-,41,3,-,-,-,-,51,1,3,-,-,-
S01002258,559,5,154,43,-,-,-,-,134,3,6,-,-,-
S01002259,481,1,54,1,-,-,-,-,68,3,-,-,-,-
S01002260,782,1,58,7,-,-,-,-,68,9,14,6,-,-
S01002261,889,8,60,1,50,1,8,2,55,1,9,3,-,-
S01002262,748,8,29,1,-,-,-,-,42,4,-,3,-,-
S01002263,729,4,51,6,-,-,-,-,56,3,6,6,-,-
S01002264,758,4,87,5,3,-,-,-,74,2,16,-,-,-
S01002265,934,3,75,2,5,-,-,-,77,3,4,3,-,-
S01002266,564,-,58,16,-,-,-,-,83,-,8,-,-,-
S01002267,826,3,107,16,-,-,-,-,140,6,5,-,-,-
S01002268,657,8,40,5,-,-,-,-,54,3,4,-,-,-
S01002269,772,6,99,22,-,-,-,-,126,10,7,3,-,-
S01002270,704,7,171,19,-,-,-,-,175,6,10,-,-,-
S01002271,769,4,62,7,-,-,-,-,73,4,6,-,-,-
S01002272,511,2,41,3,-,-,-,-,65,1,7,-,-,-
S01002273,663,1,103,5,3,-,2,-,117,8,16,-,-,-
S01002274,662,1,93,6,-,-,-,-,106,3,12,-,-,-
S01002275,736,25,176,9,-,-,-,-,77,-,7,-,-,-
S01002276,725,4,23,9,22,5,1,5,56,24,14,6,-,-
S01002277,684,10,82,2,-,-,-,-,69,4,6,-,3,-
S01002278,947,11,99,2,-,-,-,-,139,6,4,-,-,-
S01002279,821,11,112,6,-,-,-,-,121,1,6,-,3,-
S01002280,709,9,69,7,-,-,-,-,89,2,-,-,-,-
S01002281,593,7,151,7,3,-,2,1,58,2,-,-,-,-
S01002282,791,15,154,3,-,-,-,-,101,3,19,3,-,-
S01002283,682,-,48,12,-,-,-,-,43,2,6,-,-,-
S01002284,890,8,64,-,41,-,18,-,79,5,9,-,-,-
S01002285,664,3,96,12,-,-,-,-,80,3,8,-,3,-
S01002286,610,10,81,4,45,-,26,-,76,8,20,-,-,-
S01002287,676,-,78,9,5,-,-,1,69,8,10,-,-,-
S01002288,512,3,188,23,-,-,-,-,155,3,29,3,-,-
S01002289,682,2,107,4,-,-,-,-,72,3,3,4,-,-
S01002290,620,5,130,32,-,-,-,-,81,1,14,-,-,-
S01002291,708,12,109,9,-,-,-,-,75,2,3,-,-,-
S01002292,645,3,124,9,17,-,2,1,105,5,12,-,-,-
S01002293,808,13,46,-,-,-,-,-,67,2,6,-,-,-
S01002294,481,4,73,9,46,-,14,-,31,4,9,3,-,-
S01002295,679,6,67,6,-,-,-,-,41,6,3,3,-,-
S01002296,627,3,95,7,-,-,-,-,72,5,3,-,-,-
S01002297,880,-,40,6,-,-,-,-,45,5,-,-,-,-
S01002298,652,7,83,-,-,-,-,-,59,1,13,-,-,-
S01002299,788,-,51,1,-,-,-,-,47,1,-,-,-,-
S01002300,733,1,42,6,-,-,-,-,57,12,7,-,-,-
S01002301,659,11,172,10,-,-,-,-,62,-,-,-,-,-
S01002302,844,13,64,5,-,-,-,-,105,-,-,-,-,-
S01002303,777,6,45,3,-,-,-,-,59,6,-,-,-,-
S01002304,602,8,136,36,-,-,-,-,199,1,18,-,-,-
S01002305,703,9,100,17,-,-,-,-,115,5,14,-,-,-
S01002306,673,13,76,8,-,-,-,-,96,7,6,3,-,-
S01002307,490,21,133,28,-,-,-,-,157,3,33,-,-,-
S01002308,822,5,71,13,-,-,-,-,119,3,14,-,3,-
S01002309,675,4,58,3,-,-,-,-,70,7,-,3,-,-
S01002310,716,6,92,12,7,-,8,1,98,5,6,3,-,-
S01002311,527,7,38,25,42,3,127,6,121,4,16,-,-,-
S01002312,582,10,54,1,6,-,-,-,86,1,-,3,-,-
S01002313,672,-,43,14,5,-,1,-,44,5,7,-,-,-
S01002314,727,3,85,8,1,-,-,-,74,9,6,-,-,-
S01002315,530,-,26,2,-,-,-,-,38,4,3,-,-,-
S01002316,662,3,24,10,24,-,15,-,36,9,3,4,-,-
S01002317,628,5,156,36,8,-,31,-,134,2,8,-,3,-
S01002318,717,4,112,7,-,-,-,-,127,4,-,3,-,-
S01002319,968,12,114,3,6,-,1,-,74,6,9,3,-,-
S01002320,561,1,53,9,5,-,2,-,34,5,15,3,-,-
S01002321,747,12,119,7,-,-,-,-,130,6,3,-,-,-
S01002322,587,3,78,10,-,-,-,-,50,6,3,-,-,-
S01002323,701,6,59,6,8,-,-,-,69,6,10,-,-,-
S01002324,657,27,66,8,-,-,-,-,90,4,-,-,-,-
S01002325,510,-,33,4,19,-,6,-,71,3,6,-,-,-
S01002326,722,1,73,18,6,-,1,-,69,1,3,-,-,-
S01002327,644,3,51,76,5,-,1,3,74,1,52,-,-,-
S01002328,695,1,62,6,-,-,-,-,64,-,6,-,-,-
S01002329,628,6,63,9,-,-,-,-,82,1,7,-,-,-
S01002330,739,6,45,8,-,-,-,-,43,1,7,-,-,-
S01002331,651,10,44,-,-,-,-,-,34,3,-,-,-,-
S01002332,904,1,47,4,-,-,-,-,39,-,-,3,-,-
S01002333,788,6,26,3,-,-,-,-,50,1,3,-,-,-
S01002334,755,3,52,5,-,-,-,-,64,4,8,3,-,-
S01002335,888,9,63,6,-,-,-,-,111,1,7,-,-,-
S01002336,952,7,46,7,-,-,-,-,75,1,7,-,-,-
S01002337,918,-,46,9,-,-,-,-,74,1,3,-,-,-
S01002338,508,3,64,1,-,-,-,-,58,3,-,-,-,-
S01002339,566,12,37,7,7,-,3,-,48,-,3,-,-,-
S01002340,501,11,21,7,-,-,-,-,15,3,-,3,-,-
S01002341,534,-,25,1,-,-,-,-,17,1,-,-,-,-
S01002342,568,12,13,5,15,-,-,-,51,2,13,-,-,-
S01002343,738,7,27,3,2,-,-,-,36,2,7,-,3,-
S01002344,503,3,20,4,1,-,1,-,45,5,3,-,-,-
S01002345,612,21,50,7,7,-,11,2,36,4,31,-,-,-
S01002346,843,16,43,10,6,2,1,-,43,12,-,-,-,-
S01002347,684,22,26,2,-,-,-,-,15,3,6,-,-,-
S01002348,892,8,18,26,14,-,-,-,36,5,12,3,-,-
S01002349,943,21,30,7,17,3,4,-,25,2,9,3,-,-
S01002350,876,13,45,26,-,-,3,-,36,6,9,-,-,-
S01002351,611,1,34,5,1,-,-,-,21,2,4,-,-,-
S01002352,788,5,27,19,5,-,1,-,66,7,-,4,-,-
S01002353,702,14,16,12,-,-,-,-,52,6,3,-,-,-
S01002354,712,12,51,5,-,-,-,-,63,11,3,-,-,-
S01002355,763,4,64,10,32,1,7,-,79,6,6,-,-,-
S01002356,691,7,57,10,5,-,1,-,84,3,3,3,-,-
S01002357,618,7,55,10,17,-,3,-,51,4,6,-,-,-
S01002358,560,11,35,10,-,-,-,-,26,6,-,-,-,-
S01002359,793,9,70,1,57,-,16,-,62,3,6,-,-,-
S01002360,570,1,76,5,42,2,19,-,62,3,3,-,-,-
S01002361,567,1,28,5,1,-,4,-,31,7,3,-,-,-
S01002362,633,6,47,1,4,-,-,-,40,6,3,-,-,-
S01002363,831,2,77,5,12,-,1,-,71,5,16,-,-,-
S01002364,665,7,72,-,1,-,-,-,78,3,-,-,-,-
S01002365,515,6,21,1,-,-,-,-,38,7,3,-,-,-
S01002366,510,3,40,4,-,-,-,-,37,2,3,-,-,-
S01002367,795,23,45,7,-,-,-,-,45,10,20,-,-,-
S01002368,827,3,30,3,1,1,2,-,29,5,-,3,-,-
S01002369,497,6,11,11,-,-,-,-,25,5,-,3,-,-
S01002370,665,18,37,2,-,-,-,-,36,5,-,-,-,-
S01002371,622,2,16,4,-,-,-,-,45,3,3,-,-,-
S01002372,764,7,23,3,-,-,-,-,31,8,4,-,-,-
S01002373,599,3,18,9,2,-,-,-,13,3,3,-,-,-
S01002374,676,4,22,8,-,-,-,-,37,5,-,3,-,-
S01002375,839,14,35,5,-,-,-,-,48,3,3,-,-,-
S01002376,799,27,35,6,-,-,-,-,39,5,3,-,-,-
S01002377,778,16,42,9,5,-,-,-,37,2,-,-,-,-
S01002378,522,2,26,4,-,-,-,-,40,4,3,3,-,-
S01002379,881,9,50,3,-,-,-,-,61,4,3,-,-,-
S01002380,655,6,40,-,-,-,-,-,25,1,6,6,-,-
S01002381,759,6,57,7,-,-,-,-,55,1,-,-,-,-
S01002382,609,16,41,-,-,-,-,-,50,-,-,-,-,-
S01002383,514,-,21,-,9,-,-,-,38,-,6,3,-,-
S01002384,509,13,30,2,-,-,-,-,23,3,-,3,-,-
S01002385,777,24,18,-,-,-,-,-,48,2,6,-,-,-
S01002386,880,16,86,11,2,-,-,-,78,3,3,-,-,-
S01002387,523,7,85,2,-,-,-,-,49,2,3,3,-,-
S01002388,781,5,35,2,-,-,-,-,66,1,-,-,-,-
S01002389,684,4,42,3,5,-,8,-,46,3,8,3,-,-
S01002390,612,2,72,5,31,-,11,1,35,2,-,-,-,-
S01002391,834,3,37,-,6,-,1,-,43,6,-,-,-,-
S01002392,855,5,156,10,-,-,-,-,74,4,3,-,-,-
S01002393,477,4,31,7,-,-,-,-,28,1,3,-,-,-
S01002394,627,4,31,-,-,-,-,-,23,1,-,-,-,-
S01002395,727,1,27,9,-,-,-,-,33,3,7,-,-,-
S01002396,713,1,39,-,-,-,-,-,26,-,-,-,-,-
S01002397,769,2,82,9,112,2,190,5,128,30,6,-,-,-
S01002398,776,12,39,6,-,-,-,-,69,2,3,-,-,-
S01002399,933,23,49,4,3,-,4,-,64,2,3,3,-,3
S01002400,830,2,46,8,-,-,-,-,52,-,8,-,-,-
S01002401,836,7,99,21,-,-,-,-,39,-,21,-,-,-
S01002402,816,5,73,1,-,-,-,-,59,2,3,-,-,-
S01002403,702,4,65,-,-,-,-,-,68,1,-,-,-,-
S01002404,859,7,88,5,25,-,5,-,56,6,14,-,-,-
S01002405,729,9,34,3,-,-,-,-,70,3,3,-,-,-
S01002406,730,6,49,2,-,-,-,-,57,1,-,3,-,-
S01002407,758,1,40,-,-,-,-,-,51,4,6,-,-,-
S01002408,835,6,42,2,-,-,-,-,61,4,3,-,-,-
S01002409,584,9,41,11,51,1,17,-,60,3,5,4,-,-
S01002410,509,-,22,1,-,-,-,-,48,3,8,-,-,-
S01002411,631,-,35,-,-,-,-,-,56,-,3,-,-,3
S01002412,914,19,68,5,-,-,-,-,88,1,3,-,3,-
S01002413,623,1,74,3,-,-,-,-,38,4,10,-,-,-
S01002414,577,8,24,4,-,-,-,-,48,2,-,-,-,-
S01002415,715,12,46,-,-,-,-,-,49,4,9,-,-,-
S01002416,500,5,27,1,-,-,-,-,48,2,-,3,-,-
S01002417,656,2,58,3,-,-,-,-,26,2,-,-,-,-
S01002418,892,5,44,3,-,-,-,-,48,2,3,-,-,-
S01002419,495,4,37,-,-,-,-,-,34,4,3,-,-,-
S01002420,595,2,26,-,65,-,6,-,73,-,-,-,-,-
S01002421,812,14,36,11,-,-,-,-,58,4,17,-,-,-
S01002422,555,1,39,9,-,-,-,-,48,1,3,-,-,-
S01002423,665,-,64,3,-,-,-,-,28,4,3,-,-,-
S01002424,830,-,59,10,-,-,-,-,34,4,3,-,-,-
S01002425,752,1,51,7,-,-,-,-,36,-,3,-,-,-
S01002426,531,12,82,4,-,-,-,-,72,1,4,4,-,-
S01002427,765,12,26,2,-,-,-,-,28,2,6,3,-,-
S01002428,489,4,39,-,-,-,-,-,27,-,6,-,-,-
S01002429,657,5,61,-,-,-,-,-,15,4,-,-,-,-
S01002430,435,4,41,7,34,2,42,-,44,31,-,-,-,-
S01002431,674,17,68,-,-,-,-,-,48,-,4,-,-,-
S01002432,662,4,42,4,-,-,-,-,39,3,4,-,-,-
S01002433,508,-,24,2,-,-,-,-,48,-,-,-,-,-
S01002434,856,7,53,6,-,-,-,-,35,1,3,-,3,-
S01002435,653,5,59,-,-,-,-,-,43,-,3,-,-,-
S01002436,717,9,50,2,21,-,9,-,31,3,-,-,-,-
S01002437,443,8,50,-,-,-,-,-,59,4,-,-,-,-
S01002438,624,10,42,-,23,-,8,-,39,1,3,3,-,-
S01002439,748,-,42,4,4,-,10,3,57,2,-,-,-,-
S01002440,819,5,88,1,-,-,-,-,104,4,6,-,-,-
S01002441,605,3,21,-,3,-,6,-,25,2,-,-,-,-
S01002442,459,5,45,1,-,-,-,-,58,2,-,-,-,-
S01002443,680,1,32,1,-,-,-,-,27,-,-,-,-,-
S01002444,479,5,47,-,-,-,-,-,37,1,3,-,-,-
S01002445,687,-,52,-,7,-,2,-,55,2,3,-,-,-
S01002446,675,1,64,3,60,-,12,-,44,10,3,-,-,-
S01002447,681,-,56,-,-,-,-,-,46,2,-,-,-,-
S01002448,524,-,50,-,-,-,-,-,50,2,-,-,-,-
S01002449,454,2,73,5,-,-,-,-,30,-,-,-,-,-
S01002450,636,1,69,1,-,-,-,-,72,4,-,-,-,-
S01002451,1037,3,34,15,-,-,-,-,73,2,3,-,-,-
S01002452,533,4,30,-,-,-,-,-,20,2,-,-,-,-
S01002453,751,-,43,3,-,-,-,-,43,2,9,-,-,-
S01002454,760,2,43,-,-,-,-,-,38,2,6,-,-,-
S01002455,591,-,33,3,-,-,-,-,30,2,-,-,-,-
S01002456,876,9,75,4,41,-,13,-,62,4,3,-,-,-
S01002457,779,9,30,3,-,-,-,-,28,1,-,-,-,-
S01002458,789,9,68,10,-,-,-,-,72,4,6,-,-,3
S01002459,492,3,65,10,6,-,-,-,88,5,6,-,-,-
S01002460,793,5,47,1,-,-,-,-,57,5,-,-,-,-
S01002461,377,3,91,6,-,-,-,-,9,-,-,-,-,-
S01002462,572,2,89,3,1,-,2,-,65,2,6,-,-,-
S01002463,918,4,83,8,-,-,-,-,103,3,3,-,-,-
S01002464,508,3,31,1,-,-,-,-,37,1,-,-,-,-
S01002465,566,3,119,9,-,-,-,-,27,-,-,-,3,-
S01002466,934,18,43,1,-,-,-,-,50,1,-,-,3,-
S01002467,465,3,28,3,6,-,1,-,35,3,-,-,-,-
S01002468,516,4,31,2,32,1,22,-,52,-,-,4,-,-
S01002469,613,-,36,1,-,-,-,-,40,2,3,-,-,-
S01002470,833,4,60,5,11,-,-,-,66,7,3,-,-,-
S01002471,538,5,18,-,-,-,-,-,20,1,-,-,-,-
S01002472,507,6,67,1,-,-,-,-,82,3,3,-,-,-
S01002473,750,14,152,8,-,-,-,-,88,2,-,-,-,-
S01002474,427,9,118,6,-,-,-,-,72,3,10,-,-,-
S01002475,497,4,30,-,-,-,-,-,69,2,6,-,3,-
S01002476,740,7,69,9,-,-,-,-,63,3,12,-,-,-
S01002477,799,5,31,-,-,-,-,-,39,7,-,-,-,-
S01002478,924,7,51,10,-,-,-,-,62,4,3,-,-,-
S01002479,669,4,51,10,-,-,-,-,70,6,6,-,-,-
S01002480,511,1,54,-,-,-,-,-,31,3,-,-,-,-
S01002481,937,6,54,2,-,-,-,-,35,4,3,-,-,-
S01002482,764,2,92,1,-,-,-,-,88,3,-,-,-,-
S01002483,625,5,68,3,-,-,-,-,96,1,6,-,-,-
S01002484,789,2,57,3,-,-,-,-,60,3,-,-,-,-
S01002485,822,4,62,3,-,-,-,-,71,2,-,-,-,-
S01002486,508,7,39,2,-,-,-,-,71,1,-,-,-,-
S01002487,474,6,39,1,-,-,-,-,25,1,3,-,-,-
S01002488,598,10,56,3,-,-,-,-,73,2,-,-,-,3
S01002489,495,7,46,-,-,-,-,-,56,1,-,-,-,-
S01002490,576,2,16,2,19,-,4,-,19,3,-,-,-,-
S01002491,476,1,22,-,-,-,-,-,22,-,-,-,-,-
S01002492,614,-,20,-,-,-,-,-,26,3,3,-,-,-
S01002493,867,4,70,2,-,-,-,-,67,1,3,-,3,-
S01002494,661,2,32,-,-,-,-,-,41,1,3,-,-,-
S01002495,641,10,44,1,-,-,-,-,53,3,-,-,-,-
S01002496,585,-,41,1,-,-,-,-,34,1,-,-,-,-
S01002497,602,13,117,8,32,-,14,-,98,2,-,-,-,-
S01002498,684,7,23,6,-,-,-,-,37,1,-,-,-,-
S01002499,770,8,77,1,-,-,-,-,65,3,3,-,-,-
